Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,GDP,Population (in 100K),Income composition of resources,Schooling,under-five deaths 
115,2012,1,164.0,10,0.01,71.50892145,954.725253,8.0,0.613,11.1,12
1,2003,1,18.0,1,4.29,14.71928882,189.681557,3.4,0.674,10.7,1
83,2010,1,47.0,69,0.96,5.743393664,419.2258149,24.22,0.39,9.3,98
16,2014,1,268.0,2,0.01,662.802194,7497.762376,21.69,0.697,12.6,2
108,2007,1,2.0,0,0.85,28.90135229,146.931125,0.49,0.482,9.0,0
31,2011,1,98.0,1,3.41,2429.854745,9186.59639,0.46,0.752,13.4,1
94,2007,1,159.0,3,5.61,318.6201852,2312.192926,59.66,0.649,12.0,4
130,2001,1,686.0,25,1.72,0.0,548.587312,123.66,0.427,9.8,39
67,2003,1,15.0,1,2.19,527.9176618,5425.6697,3.71,0.0,14.8,1
72,2004,1,267.0,38,0.81,23.72796328,245.1235876,17.83,0.466,8.7,58
71,2007,0,82.0,0,11.75,267.051312,1618.4928,4.8,0.877,13.5,0
0,2014,1,271.0,64,0.01,73.52358168,612.696514,3.28,0.476,10.0,86
123,2010,1,211.0,7,2.48,385.325164,4439.23,0.59,0.0,10.6,8
14,2000,1,312.0,1,0.17,93.35872844,765.8632358,5.73,0.0,7.3,1
123,2014,1,217.0,7,2.9,691.1333535,7962.365824,54.66,0.683,10.8,8
105,2012,1,126.0,1,9.38,742.5109709,5659.3824,7.2,0.767,14.0,1
54,2009,1,157.0,4,3.08,286.1211446,1815.489496,0.84,0.603,11.3,5
86,2008,1,189.0,27,0.21,70.27113179,473.844449,264.76,0.492,10.1,35
108,2009,1,192.0,0,1.21,244.3976438,1158.282672,0.52,0.494,9.3,0
79,2004,1,124.0,44,4.9,920.8284115,7199.59665,169.96,0.714,12.1,52
71,2010,0,73.0,0,11.36,2267.252192,14965.361,0.57,0.884,13.7,0
61,2013,1,136.0,1,3.79,5.457289334,56.144952,2.85,0.727,12.8,1
76,2005,0,67.0,0,6.41,2247.035692,15835.34667,0.44,0.805,14.8,0
36,2013,1,121.0,6,3.77,59.12850204,674.9829,156.62,0.725,13.4,8
33,2000,0,7.0,0,9.56,950.8027925,14672.8826,9.43,0.798,12.5,0
125,2005,1,278.0,5,7.31,217.4345257,1828.717626,4.72,0.707,14.5,6
80,2003,1,271.0,2,1.31,56.05686428,646.561295,24.69,0.609,10.5,2
52,2004,1,237.0,1,7.84,1.776181042,145.58861,7.52,0.613,11.2,1
62,2000,1,133.0,4,0.49,227.296617,1657.889256,0.51,0.7,12.6,4
47,2004,1,34.0,41,1.46,53.23775977,423.1936389,29.87,0.491,7.7,62
126,2000,1,131.0,1,6.65,645.9583816,6871.897677,33.21,0.738,14.0,1
18,2002,0,157.0,1,10.2,33.26778134,287.534843,78.37,0.723,12.9,1
62,2008,1,119.0,4,0.61,535.2786404,3385.69665,64.9,0.739,13.6,4
125,2004,1,267.0,5,6.79,180.3537859,1367.352433,4.75,0.7,14.6,6
16,2006,1,491.0,2,6.45,76.31867911,5374.554867,18.84,0.61,11.9,3
5,2001,1,141.0,1,2.86,53.19373012,694.435119,0.36,0.644,11.1,1
16,2007,1,436.0,2,6.21,512.5887995,5714.47937,19.14,0.63,12.1,3
126,2012,1,118.0,0,5.77,339.7190493,1592.6819,33.97,0.784,15.5,0
75,2007,1,282.0,56,0.55,81.8405007,595.6368319,13.68,0.363,6.4,96
6,2012,0,61.0,1,10.03,11714.99858,67677.63477,227.28,0.93,20.1,1
95,2014,1,125.0,8,0.01,973.728675,6491.5245,39.73,0.735,13.4,10
54,2010,1,156.0,4,3.1,302.1057507,1932.85829,81.95,0.606,11.5,5
83,2004,1,429.0,82,1.54,46.58195631,336.3318145,2.31,0.332,7.0,120
101,2011,1,247.0,14,8.34,9.074569426,617.317648,1.52,0.464,10.2,20
36,2010,1,134.0,7,3.95,367.9285652,4657.32361,14.93,0.703,13.1,8
42,2010,1,2.0,0,2.25,62.08343533,3651.966784,0.86,0.706,14.6,0
42,2002,1,22.0,0,1.85,206.071686,2259.55796,8.16,0.687,13.3,0
11,2004,0,91.0,1,12.05,5160.508378,35589.71295,14.21,0.88,18.8,1
83,2003,1,424.0,85,1.68,42.52689559,283.8911588,197.17,0.318,6.7,124
61,2014,1,133.0,1,3.83,427.3054534,4855.743789,2.86,0.727,12.8,1
108,2006,1,2.0,0,0.99,240.4851202,948.6592511,4.81,0.47,8.4,0
66,2010,0,18.0,0,9.8,1109.969508,11326.21947,2.98,0.815,16.0,0
99,2014,0,135.0,2,0.01,1.576409172,12.27733,19.99,0.797,14.7,2
98,2002,0,17.0,1,12.0,1904.00231,12882.28897,14.2,0.788,15.9,1
101,2013,1,233.0,12,0.01,11.71090655,688.8768557,11.65,0.485,10.8,17
108,2003,1,215.0,0,1.18,16.83170578,744.7657423,4.47,0.453,8.0,0
108,2000,1,235.0,0,0.71,4.24926073,154.518572,0.41,0.455,7.2,0
36,2011,1,131.0,7,3.99,344.7412164,5223.351763,151.77,0.71,13.2,8
120,2009,1,183.0,0,6.37,128.0896289,1458.8796,13.22,0.773,12.5,0
78,2002,1,179.0,0,4.14,369.6317105,3957.51296,1.25,0.683,12.5,0
8,2009,1,132.0,6,2.1,22.48638351,495.294791,89.47,0.728,11.6,6
126,2009,1,118.0,0,6.67,1871.736563,9415.17386,33.63,0.774,15.5,1
18,2003,0,155.0,1,11.19,32.38616103,271.46824,77.75,0.729,12.9,1
130,2004,1,723.0,27,4.36,0.0,454.366654,127.78,0.407,9.2,42
78,2011,1,158.0,0,3.03,918.807245,9197.26972,1.25,0.748,14.1,0
80,2004,1,284.0,2,1.75,73.24150483,797.8377432,24.97,0.621,11.2,2
123,2008,1,235.0,6,2.4,34.23979419,394.467675,49.36,0.0,10.5,8
93,2007,1,295.0,11,0.71,85.7175381,956.668952,66.28,0.461,8.6,14
70,2006,0,229.0,0,12.7,116.504961,924.642548,3.27,0.807,16.4,0
126,2007,1,124.0,1,6.67,14.47305874,79.69746,33.4,0.76,15.3,1
63,2006,1,295.0,8,7.08,76.19868936,5291.57565,1.54,0.747,14.3,9
36,2014,1,121.0,6,3.82,79.11626341,6432.216537,15.93,0.737,14.0,7
94,2009,1,155.0,3,5.39,30.93519548,2599.596259,61.28,0.663,12.1,3
37,2006,1,211.0,3,2.77,57.74562629,362.951768,6.56,0.651,12.9,3
121,2007,1,12.0,3,1.24,469.6282925,3778.184171,1.3,0.695,14.3,4
76,2014,0,55.0,0,8.49,409.6000248,2618.92599,4.27,0.847,14.3,0
108,2012,1,184.0,0,0.01,247.9492284,1858.689868,5.52,0.505,9.4,0
30,2008,1,255.0,2,0.12,93.36788979,795.97519,6.57,0.461,10.2,2
7,2011,0,73.0,0,12.04,8272.306757,51126.74139,83.92,0.88,15.7,0
10,2014,1,199.0,0,13.94,1147.1114,8318.429294,94.75,0.796,15.7,0
94,2014,1,147.0,3,0.01,561.7684701,4712.822736,65.53,0.688,12.3,3
48,2014,1,73.0,0,7.53,2163.043414,21673.7817,18.92,0.862,17.2,0
67,2005,1,11.0,1,1.94,630.0540723,5339.441291,39.87,0.0,13.7,1
63,2010,1,236.0,7,6.83,11.1516268,97.649972,163.22,0.763,14.5,8
10,2005,1,252.0,1,11.01,45.65007798,3126.71767,96.64,0.713,14.4,1
1,2014,1,8.0,0,4.51,428.7490668,4575.763787,2.89,0.761,14.2,1
73,2010,1,462.0,35,1.08,9.728005297,458.8681744,15.17,0.43,10.2,54
47,2012,1,257.0,39,0.01,151.899429,1629.8222,25.73,0.563,11.2,56
93,2013,1,281.0,10,0.01,25.70881695,229.95364,75.93,0.506,10.0,13
79,2009,1,13.0,36,5.27,881.7364327,7748.12331,115.55,0.738,12.5,42
95,2013,1,125.0,8,5.38,946.6521165,6583.116248,35.66,0.731,13.4,11
73,2009,1,491.0,36,1.16,7.915071248,42.7379657,14.71,0.415,9.9,56
0,2007,1,295.0,82,0.02,10.91015598,369.835796,266.17,0.415,8.4,113
79,2012,1,123.0,33,5.29,112.696486,982.532572,12.83,0.748,12.7,38
88,2007,1,173.0,3,3.83,253.0007812,1344.31871,5.52,0.601,11.0,4
101,2014,1,23.0,12,0.01,7.549797238,76.5699517,113.45,0.488,10.8,16
83,2012,1,48.0,64,1.19,49.90987221,566.513873,25.68,0.4,9.2,90
76,2010,0,62.0,0,7.91,278.0687051,2187.79469,0.41,0.819,14.6,0
71,2014,0,65.0,0,11.12,16255.16198,119172.7418,5.56,0.892,13.9,0
31,2002,1,99.0,1,4.17,112.9493745,462.14965,0.46,0.712,11.9,1
71,2008,0,8.0,0,11.53,18961.3486,114293.8433,0.49,0.887,13.5,0
37,2011,1,197.0,2,2.37,549.2783081,3736.58713,6.19,0.666,13.0,2
130,2011,1,464.0,28,6.0,63.75053034,839.927936,143.87,0.452,10.1,42
98,2008,0,92.0,0,12.35,3652.869332,24815.6884,15.58,0.804,15.8,0
93,2004,1,314.0,11,0.58,158.001946,637.3616215,61.62,0.439,7.6,15
83,2009,1,4.0,70,1.18,39.75216936,463.852618,23.52,0.382,9.2,101
0,2009,1,281.0,77,0.01,56.76221682,445.8932979,2.84,0.434,8.9,106
7,2006,0,81.0,0,12.4,69.92899358,443.99361,82.69,0.854,15.0,0
126,2001,1,123.0,1,6.48,421.4804282,6281.37747,3.33,0.742,14.2,1
126,2014,1,117.0,0,6.03,463.6397821,16737.89827,34.2,0.791,15.5,0
86,2012,1,167.0,20,0.26,80.58788376,681.7925868,276.5,0.538,12.3,25
101,2003,1,48.0,29,6.66,33.30286123,212.6619491,8.68,0.359,7.6,46
61,2006,1,15.0,1,3.63,194.092569,4313.1682,2.76,0.709,12.5,1
86,2005,1,28.0,33,0.2,4.259752532,317.89198,25.64,0.469,9.4,44
127,2013,1,185.0,17,0.01,19.1624696,197.551233,0.32,0.681,12.0,19
8,2005,1,162.0,6,0.73,81.28883085,1578.4239,8.39,0.675,11.2,7
11,2009,0,85.0,0,10.05,671.9376566,4488.5615,17.96,0.876,15.8,1
47,2003,1,38.0,41,1.53,31.09435342,373.2815537,24.47,0.489,7.9,63
37,2001,1,219.0,4,2.88,332.1056586,2338.772244,5.96,0.615,11.6,4
18,2000,0,163.0,1,9.69,15.2357274,169.28586,8.17,0.709,12.9,1
54,2011,1,153.0,4,3.1,32.16407994,212.584798,0.84,0.611,11.7,5
30,2011,1,241.0,2,0.12,59.6596497,829.7586885,0.77,0.479,10.6,2
130,2012,1,429.0,26,6.09,92.60233636,955.648466,14.72,0.464,9.8,39
62,2001,1,131.0,4,0.55,248.697463,1728.2659,51.93,0.706,12.7,4
79,2003,1,127.0,46,4.88,781.2062828,6751.998987,15.64,0.708,11.9,55
101,2009,1,288.0,17,7.11,9.165614959,539.1538211,99.77,0.447,10.2,25
99,2011,0,139.0,2,9.1,10.32588862,92.277825,21.48,0.798,15.7,2
7,2010,0,75.0,0,12.1,7423.228774,46657.629,8.36,0.872,15.4,0
75,2014,1,272.0,52,0.01,46.56231672,825.5729915,169.63,0.43,8.2,85
8,2012,1,123.0,5,0.01,285.6103912,7496.335728,92.96,0.742,11.8,6
35,2000,1,176.0,7,6.58,44.79247812,282.4242,85.63,0.651,12.2,9
6,2002,0,73.0,1,9.84,46.3871819,281.81763,1.97,0.902,20.1,2
61,2009,1,142.0,1,3.33,235.7067417,4293.383274,0.28,0.721,12.7,1
78,2006,1,165.0,0,3.73,502.3844946,5695.969327,12.34,0.713,13.4,0
72,2006,1,263.0,36,0.68,38.41870375,292.157443,18.88,0.478,9.0,54
105,2014,1,123.0,1,9.09,8.617208431,62.173221,7.14,0.771,14.3,1
11,2001,0,1.0,1,11.01,2943.375396,23121.56635,1.29,0.873,18.2,1
67,2012,1,93.0,1,1.53,151.1526829,8787.94668,4.92,0.763,13.3,1
1,2006,1,99.0,1,5.31,3.3021542,35.1293,29.93,0.696,11.4,1
6,2010,0,64.0,1,10.52,8875.786493,51874.848,2.23,0.927,19.5,1
52,2007,1,232.0,1,7.2,362.8702271,2327.58324,7.48,0.62,11.2,1
67,2008,1,98.0,1,1.67,69.13924862,712.775759,4.11,0.74,13.1,1
108,2010,1,188.0,0,1.1,29.5207994,1272.44825,0.53,0.492,9.3,0
62,2013,1,114.0,4,0.4,546.6235156,3992.86717,84.13,0.737,13.1,4
80,2009,1,235.0,1,4.61,134.1678932,1717.898761,26.68,0.686,13.8,2
93,2008,1,29.0,11,0.81,103.7277727,1178.72469,67.87,0.469,8.9,14
94,2005,1,163.0,3,6.38,20.68037294,157.145691,57.95,0.646,12.3,4
5,2003,1,134.0,1,3.03,7.341493148,93.1661567,0.32,0.657,10.8,1
0,2000,1,321.0,88,0.01,10.42496,114.56,2.94,0.338,5.5,122
16,2009,1,393.0,2,5.01,426.7855662,5185.729845,19.8,0.661,12.2,3
18,2013,0,14.0,1,12.06,149.659879,7674.86559,72.65,0.781,14.4,1
1,2013,1,84.0,0,4.76,430.8769785,4414.72314,2.9,0.759,14.2,1
31,2008,1,99.0,1,4.22,1859.095621,6911.136136,4.43,0.74,12.9,1
120,2005,1,189.0,0,6.12,1187.949491,12323.1275,12.97,0.745,12.3,0
93,2005,1,37.0,11,0.84,12.05551997,77.5773486,6.31,0.446,7.9,15
48,2001,1,83.0,1,8.62,1403.022211,12538.17883,18.62,0.801,14.2,1
11,2003,0,95.0,0,11.28,507.306164,3743.95693,13.76,0.878,18.6,1
54,2007,1,16.0,5,3.16,222.4823338,1592.572182,7.78,0.59,10.9,6
14,2007,1,238.0,1,0.16,283.806236,1741.142552,6.87,0.0,10.1,1
101,2012,1,239.0,13,0.01,9.774676411,678.796973,17.89,0.475,10.5,18
67,2000,1,112.0,1,2.26,404.3879434,5334.93329,32.35,0.0,14.9,1
5,2013,1,123.0,1,3.79,279.4290812,3843.591213,2.89,0.736,12.7,1
0,2008,1,287.0,80,0.03,25.87392536,373.3611163,27.29,0.433,8.7,110
101,2008,1,282.0,18,6.39,0.661540371,5.6687264,9.78,0.438,10.4,28
35,2013,1,157.0,6,5.93,97.52211538,627.55544,12.81,0.709,13.2,7
70,2014,0,169.0,0,15.19,2211.744178,16554.97139,29.32,0.841,16.5,0
48,2007,1,8.0,0,9.67,3632.243121,28827.32636,11.48,0.855,16.4,0
78,2008,1,166.0,0,2.49,6.6489825,83.635,12.44,0.728,13.6,0
123,2003,1,231.0,7,2.88,179.6156482,1283.885977,46.56,0.0,10.3,8
121,2006,1,12.0,3,1.46,420.1153538,3371.71231,11.96,0.689,14.2,4
6,2008,0,66.0,1,10.76,8547.292357,49664.6854,2.12,0.921,19.1,1
99,2009,0,158.0,2,10.4,14.96373588,822.18329,23.67,0.795,15.4,3
120,2002,1,192.0,0,5.12,72.03911741,749.626612,12.78,0.721,11.9,1
71,2003,0,92.0,0,12.61,10111.38928,65445.8853,0.45,0.865,13.6,0
10,2010,1,222.0,0,14.44,8.49409518,63.38877,9.5,0.78,15.5,1
54,2000,1,174.0,6,2.61,28.80831098,188.783165,65.24,0.551,9.8,8
125,2013,1,198.0,4,8.44,52.42529588,429.71554,4.55,0.744,15.2,5
93,2000,1,335.0,11,0.73,62.56273841,631.9468526,55.72,0.418,6.2,14
52,2013,1,218.0,0,7.56,345.9044258,3944.178173,0.76,0.633,10.3,1
121,2000,1,112.0,4,1.21,264.7842196,2213.91488,96.99,0.646,12.8,5
70,2009,0,192.0,0,12.4,1446.529217,11837.3913,31.63,0.825,16.6,0
7,2003,0,88.0,0,12.2,504.4308735,3212.9355,81.21,0.837,14.7,0
30,2009,1,251.0,2,0.17,56.98952474,778.5454199,6.73,0.465,10.3,2
0,2001,1,316.0,88,0.01,10.5747282,117.49698,29.66,0.34,5.9,122
61,2010,1,138.0,1,3.55,396.6270975,4682.728424,2.82,0.721,12.7,1
92,2003,1,126.0,1,5.52,58.45976019,4267.13578,3.29,0.728,12.8,2
36,2012,1,127.0,7,3.92,41.88087712,572.14313,154.2,0.717,13.3,8
73,2007,1,559.0,37,1.18,4.269511381,32.2227274,13.85,0.387,9.7,59
123,2006,1,245.0,6,2.71,29.27235366,2136.66815,0.48,0.0,10.4,8
11,2011,0,8.0,0,10.11,713.5297354,4772.77415,11.48,0.884,16.1,1
93,2006,1,299.0,11,0.64,126.6142137,854.346921,6.47,0.454,8.2,14
20,2009,1,338.0,23,4.05,2.030494673,24.944652,8.49,0.336,8.6,34
20,2010,1,33.0,23,4.16,31.14187566,231.1943256,8.77,0.361,9.3,34
67,2013,1,97.0,1,1.29,14.55610463,846.285153,5.28,0.766,13.3,1
52,2002,1,244.0,1,7.73,10.9363388,96.8674827,7.52,0.609,11.0,1
33,2005,0,65.0,0,11.41,1562.520827,25324.48666,1.28,0.826,13.5,0
95,2010,1,14.0,10,4.72,69.43934508,522.493191,293.74,0.708,13.3,12
80,2010,1,25.0,1,5.8,22.31624272,265.353659,2.71,0.693,14.3,2
5,2000,1,142.0,1,2.9,32.75626853,622.7427477,3.7,0.639,11.2,1
7,2007,0,8.0,0,12.5,7453.8644,46586.6525,82.95,0.86,15.2,0
94,2003,1,166.0,4,6.64,155.4233076,1174.779347,0.57,0.642,12.7,4
62,2011,1,116.0,4,0.43,68.86623298,387.324145,75.75,0.737,13.1,4
7,2001,0,92.0,0,12.4,3582.848308,24489.73553,8.42,0.837,15.5,0
80,2000,1,274.0,2,2.79,56.431387,474.2133361,23.97,0.582,8.9,3
6,2011,0,63.0,1,10.3,10986.26527,62245.129,2.23,0.927,19.8,1
99,2013,0,138.0,2,9.59,1230.748231,9585.266593,199.84,0.794,14.7,2
92,2007,1,124.0,1,6.16,76.2508038,668.8667,3.45,0.743,12.9,2
5,2010,1,132.0,1,4.23,224.3212014,3218.381655,28.77,0.72,12.3,1
115,2008,1,178.0,10,0.32,4.153362912,76.914128,7.4,0.592,10.8,12
75,2009,1,276.0,55,0.59,84.63438925,697.153124,14.67,0.385,7.1,93
36,2007,1,14.0,7,3.63,19.60467787,359.71886,14.25,0.696,12.9,9
61,2008,1,145.0,1,3.51,31.76575838,492.492378,2.79,0.718,12.6,1
112,2001,1,568.0,3,6.72,143.6197316,1437.634951,1.73,0.506,9.3,4
30,2004,1,269.0,2,0.27,7.212110766,616.4197236,5.97,0.0,9.5,2
36,2005,1,151.0,8,3.54,18.09317114,321.942547,137.35,0.688,12.8,9
18,2010,0,147.0,1,10.8,766.4454884,6843.263289,73.96,0.77,13.9,1
37,2009,1,23.0,2,2.55,416.4338399,3366.482133,61.37,0.662,12.8,2
66,2000,0,218.0,0,7.13,291.0170765,3352.731296,2.37,0.716,13.7,0
70,2010,0,188.0,0,12.9,1423.802386,11984.86857,3.97,0.824,16.8,0
74,2002,1,14.0,4,0.49,216.7029481,4167.364387,241.99,0.723,12.0,4
70,2011,0,18.0,0,12.66,1758.822757,14357.73679,3.28,0.826,16.7,0
88,2009,1,163.0,3,3.36,292.753101,1464.497754,56.67,0.613,11.3,3
127,2002,1,186.0,27,1.47,24.99438738,383.3494997,25.27,0.6,11.0,32
88,2010,1,154.0,3,3.38,302.7045411,1526.497938,57.38,0.614,11.4,3
10,2009,1,226.0,0,14.09,434.7985025,5176.172649,9.57,0.771,15.4,1
20,2014,1,297.0,22,0.01,41.25159038,312.7489794,9.89,0.404,10.6,32
92,2011,1,121.0,1,6.9,119.2124275,927.723171,3.78,0.758,12.9,1
63,2013,1,28.0,5,6.48,26.4072659,1389.8561,17.35,0.782,15.0,6
6,2014,0,6.0,1,9.71,10769.36305,62214.6912,23.47,0.936,20.4,1
31,2010,1,16.0,1,3.58,2377.010299,8199.414621,4.55,0.749,13.3,1
88,2013,1,157.0,2,3.58,366.4841804,1847.19849,59.46,0.63,11.5,3
35,2006,1,178.0,7,6.2,352.9551269,3836.468771,93.71,0.677,12.6,8
75,2006,1,288.0,57,0.53,67.70920683,521.6425796,13.23,0.35,6.1,98
16,2012,1,3.0,2,0.01,12.83447357,729.231453,2.89,0.687,12.5,3
47,2011,1,263.0,40,1.64,225.2219474,1574.978653,251.22,0.554,10.9,58
74,2011,1,13.0,3,0.51,9.23002632,145.1262,286.35,0.774,13.0,4
35,2004,1,214.0,7,5.16,182.6162515,2421.9662,9.13,0.666,12.5,8
12,2006,1,184.0,0,6.48,387.3324928,4187.3783,0.3,0.692,12.3,0
