size,total_sqft,bath,balcony,loc
3,1720.0,3.0,3.0,231
1,624.0,1.0,1.0,231
2,1400.0,2.0,2.0,190
2,1070.0,2.0,1.0,77
1,715.0,1.0,2.0,200
2,1285.0,2.0,1.0,92
2,1060.0,2.0,1.0,77
1,662.0,1.0,0.0,215
2,1090.0,2.0,2.0,190
2,882.0,2.0,1.0,222
2,1085.0,2.0,2.0,222
2,1000.0,2.0,1.0,78
2,1346.0,2.0,1.0,200
2,993.0,2.0,1.0,222
3,1700.0,3.0,2.0,200
2,1232.0,2.0,1.0,98
2,1151.0,2.0,2.0,190
2,1196.0,2.0,2.0,163
3,1500.0,3.0,1.0,77
3,1157.0,2.0,1.0,200
3,1280.0,3.0,2.0,190
2,1065.0,2.0,1.0,98
2,1070.0,2.0,1.0,77
2,1225.0,2.0,1.0,92
1,693.0,1.0,1.0,215
2,1031.0,2.0,1.0,78
2,1353.0,2.0,3.0,77
2,1070.0,2.0,1.0,77
3,1830.0,3.0,1.0,200
2,1155.0,2.0,2.0,222
4,5400.0,5.0,3.0,231
2,1355.0,2.0,1.0,77
3,1585.0,3.0,1.0,231
8,6000.0,8.0,3.0,190
2,1069.0,2.0,2.0,78
3,1564.0,3.0,1.0,215
3,1645.0,3.0,2.0,94
3,1600.0,3.0,1.0,200
3,1445.0,2.0,2.0,98
2,1168.0,2.0,1.0,190
3,1845.0,4.0,1.0,200
2,1020.0,2.0,2.0,222
4,2990.0,3.0,2.0,231
2,1160.0,2.0,2.0,222
2,1000.0,2.0,1.0,78
3,1985.0,3.0,2.0,92
2,1160.0,2.0,1.0,78
1,635.0,1.0,0.0,77
2,1360.0,2.0,1.0,163
3,1975.0,3.0,3.0,98
3,1700.0,3.0,3.0,200
3,1255.0,2.0,1.0,94
3,1700.0,3.0,2.0,94
2,1140.0,2.0,1.0,190
2,769.0,2.0,1.0,78
3,1328.0,2.0,1.0,222
2,1196.0,2.0,2.0,190
2,1243.0,2.0,2.0,92
2,1141.0,2.0,1.0,190
2,1243.0,2.0,2.0,92
2,980.0,2.0,1.0,222
3,3044.0,3.0,2.0,200
2,1295.0,2.0,2.0,190
3,3596.0,3.0,1.0,231
2,1140.0,2.0,1.0,190
3,1564.0,3.0,1.0,231
1,905.0,1.0,1.0,231
4,2500.0,4.0,3.0,231
2,1125.0,2.0,1.0,222
3,1933.0,3.0,2.0,98
1,750.0,1.0,1.0,231
3,1489.0,3.0,2.0,200
2,1108.0,2.0,1.0,77
3,1600.0,3.0,2.0,231
2,1243.0,2.0,2.0,92
3,1702.0,3.0,2.0,215
3,1636.0,3.0,1.0,94
2,1070.0,2.0,1.0,77
2,1252.0,2.0,1.0,78
3,1525.0,2.0,2.0,222
2,911.0,2.0,1.0,78
3,1571.0,3.0,2.0,77
3,1910.0,3.0,3.0,163
2,1185.0,2.0,1.0,190
3,1200.0,3.0,1.0,231
3,1305.0,3.0,1.0,78
2,1112.0,2.0,1.0,200
3,2087.0,4.0,2.0,215
3,1826.0,3.0,2.0,200
3,1760.0,3.0,2.0,231
2,910.0,2.0,1.0,77
2,1140.0,2.0,2.0,190
2,1125.0,2.0,1.0,78
2,1140.0,2.0,2.0,92
3,3500.0,3.0,2.0,200
3,1639.0,3.0,2.0,231
2,1100.0,2.0,1.0,94
4,2805.0,5.0,3.0,92
3,2030.0,4.0,1.0,215
3,1573.0,3.0,2.0,215
3,1445.0,3.0,1.0,98
2,984.0,2.0,1.0,200
4,3800.0,4.0,3.0,163
3,1832.0,3.0,1.0,98
2,920.0,2.0,1.0,231
3,1571.0,3.0,2.0,77
2,1102.0,2.0,2.0,163
1,630.0,1.0,1.0,77
4,2880.0,3.0,2.0,200
2,1140.0,2.0,1.0,190
1,760.0,1.0,2.0,215
2,1266.0,2.0,2.0,78
2,1175.0,2.0,2.0,222
2,1232.0,2.0,1.0,98
3,1350.0,3.0,1.0,163
3,1590.0,3.0,2.0,98
2,1333.0,2.0,1.0,94
3,2275.0,4.0,2.0,200
1,905.0,1.0,1.0,231
4,2805.0,4.0,3.0,92
3,1832.0,3.0,1.0,98
3,1801.0,3.0,2.0,215
2,1025.0,2.0,1.0,222
2,1027.0,2.0,2.0,92
2,1150.0,2.0,1.0,94
2,1242.0,2.0,1.0,200
1,607.0,1.0,1.0,163
3,1820.0,3.0,2.0,231
3,2275.0,4.0,2.0,200
3,1485.0,2.0,2.0,190
2,1225.0,2.0,1.0,92
3,2173.0,3.0,2.0,231
3,1510.0,3.0,2.0,92
2,1039.0,2.0,1.0,77
2,1255.0,2.0,1.0,190
2,1196.0,2.0,2.0,163
2,1232.0,2.0,2.0,98
1,700.0,1.0,1.0,163
2,1090.0,2.0,2.0,222
2,850.0,2.0,2.0,222
2,1608.0,2.0,2.0,190
2,1070.0,2.0,1.0,77
3,1250.0,2.0,1.0,98
3,1839.0,3.0,2.0,163
3,1215.0,2.0,2.0,222
3,2100.0,3.0,2.0,200
2,1346.0,2.0,1.0,200
2,1175.0,2.0,2.0,222
2,1230.0,2.0,1.0,92
3,1450.0,2.0,1.0,190
2,1056.0,2.0,1.0,78
2,890.0,2.0,1.0,77
3,1411.0,3.0,1.0,215
3,1573.0,3.0,2.0,215
3,1690.0,3.0,2.0,163
3,1360.0,2.0,1.0,77
3,1270.0,2.0,2.0,222
3,1290.0,2.0,1.0,98
3,1920.0,3.0,1.0,92
2,1267.0,2.0,1.0,231
3,1595.0,3.0,2.0,163
4,2225.0,4.0,0.0,78
2,1296.0,2.0,2.0,215
2,1243.0,2.0,2.0,92
2,1075.0,2.0,1.0,222
3,1645.0,3.0,2.0,94
5,3250.0,5.0,0.0,231
3,1583.0,3.0,3.0,163
3,1445.0,2.0,1.0,98
3,1520.0,2.0,2.0,92
3,1571.0,3.0,2.0,77
3,1200.0,3.0,2.0,200
2,1365.0,2.0,2.0,163
2,1485.0,2.0,1.0,231
2,1296.0,2.0,2.0,77
3,1680.0,3.0,2.0,200
3,1700.0,2.0,2.0,190
2,1210.0,2.0,2.0,190
3,2180.0,3.0,2.0,200
2,1025.0,2.0,1.0,77
2,1026.0,2.0,1.0,163
2,1386.0,2.0,1.0,77
3,1518.0,3.0,3.0,77
2,1128.0,2.0,2.0,190
2,1305.0,2.0,2.0,215
4,2135.0,3.0,2.0,231
3,1610.0,3.0,1.0,163
2,1030.0,2.0,1.0,98
2,1215.0,2.0,1.0,163
2,1027.0,2.0,2.0,92
3,1660.0,2.0,2.0,200
2,1205.0,2.0,1.0,163
1,877.0,1.0,1.0,231
2,1140.0,2.0,2.0,190
2,1194.0,2.0,2.0,92
2,1070.0,2.0,1.0,77
2,1045.0,2.0,3.0,163
2,1037.0,2.0,1.0,222
2,1160.0,2.0,2.0,222
2,1168.0,2.0,1.0,190
3,1255.0,2.0,1.0,94
2,1140.0,2.0,1.0,78
4,2850.0,5.0,0.0,231
2,865.0,2.0,1.0,77
2,1306.0,2.0,2.0,190
1,500.0,1.0,1.0,190
4,4075.0,5.0,3.0,231
2,1265.0,2.0,1.0,215
1,510.0,1.0,1.0,190
3,2600.0,3.0,2.0,94
2,1216.0,2.0,1.0,231
3,1485.0,2.0,2.0,163
3,1570.0,3.0,2.0,190
3,1787.0,3.0,2.0,200
4,3900.0,4.0,3.0,200
2,1194.0,2.0,2.0,92
2,1185.0,2.0,1.0,190
2,1359.0,2.0,2.0,98
3,1693.0,3.0,2.0,200
3,1691.0,3.0,2.0,200
2,1195.0,2.0,2.0,98
3,1700.0,3.0,2.0,77
2,1112.0,2.0,1.0,200
3,1700.0,3.0,3.0,200
2,1295.0,2.0,2.0,190
3,993.0,2.0,2.0,78
3,2002.0,3.0,2.0,98
2,1358.0,2.0,1.0,163
2,1270.0,2.0,1.0,231
2,1245.0,2.0,1.0,215
2,1230.0,2.0,2.0,163
3,1700.0,3.0,2.0,231
4,3420.0,4.0,2.0,200
2,1460.0,2.0,1.0,98
3,1730.0,3.0,2.0,163
2,1125.0,2.0,3.0,163
4,2181.0,3.0,2.0,163
2,1295.0,2.0,1.0,190
4,2790.0,4.0,3.0,94
2,1125.0,2.0,1.0,222
3,1418.0,3.0,2.0,78
2,1194.0,2.0,2.0,92
2,1065.0,2.0,1.0,78
2,1146.0,2.0,1.0,163
4,3410.0,5.0,3.0,231
2,1027.0,2.0,2.0,92
3,1819.0,3.0,2.0,200
1,580.0,1.0,1.0,215
2,1175.0,2.0,1.0,222
2,1125.0,2.0,1.0,222
3,1445.0,2.0,1.0,98
2,1160.0,2.0,1.0,78
3,1592.0,3.0,1.0,200
3,2600.0,3.0,2.0,94
2,1440.0,2.0,1.0,94
3,1917.0,4.0,2.0,215
2,1346.0,2.0,1.0,200
3,1360.0,2.0,1.0,77
1,700.0,1.0,1.0,77
2,1350.0,2.0,1.0,163
2,1216.0,2.0,1.0,231
2,1050.0,2.0,2.0,190
3,1390.0,2.0,2.0,222
2,1090.0,2.0,1.0,78
2,1276.0,2.0,2.0,215
2,1050.0,2.0,1.0,222
2,1056.0,2.0,2.0,215
2,1260.0,2.0,1.0,190
3,1820.0,3.0,2.0,231
2,1059.0,2.0,2.0,200
2,1026.0,2.0,1.0,163
2,1152.0,2.0,1.0,77
3,1300.0,2.0,2.0,200
2,1243.0,2.0,2.0,92
2,1360.0,2.0,1.0,231
2,1056.0,2.0,2.0,215
2,1350.0,2.0,2.0,200
2,1320.0,2.0,1.0,231
2,1200.0,2.0,1.0,222
2,1162.0,2.0,1.0,94
2,1195.0,2.0,2.0,98
3,1021.0,3.0,2.0,190
3,1698.0,3.0,2.0,215
3,1575.0,3.0,3.0,77
2,1140.0,2.0,1.0,78
2,1102.0,2.0,2.0,163
3,1662.0,3.0,2.0,94
2,1150.0,2.0,1.0,222
2,1260.0,2.0,2.0,222
2,1196.0,2.0,2.0,190
2,1092.0,2.0,2.0,92
3,1700.0,3.0,1.0,200
3,1697.0,3.0,2.0,215
3,1560.0,3.0,1.0,92
3,2275.0,4.0,2.0,200
2,910.0,2.0,2.0,77
2,1000.0,2.0,2.0,222
1,630.0,1.0,1.0,78
3,1840.0,3.0,3.0,163
2,1220.0,2.0,1.0,163
1,605.0,1.0,0.0,77
3,2842.0,3.0,2.0,231
1,613.0,1.0,1.0,231
1,418.0,1.0,1.0,77
4,3750.0,6.0,3.0,200
3,2122.0,3.0,2.0,163
3,1760.0,3.0,2.0,94
3,1270.0,2.0,1.0,222
4,2483.0,5.0,2.0,94
2,1128.0,2.0,1.0,77
2,1243.0,2.0,2.0,92
2,1182.0,2.0,2.0,98
1,605.0,1.0,1.0,231
1,905.0,1.0,1.0,231
2,1160.0,2.0,1.0,78
3,1530.0,3.0,3.0,190
2,1056.0,2.0,1.0,92
3,1157.0,2.0,1.0,200
2,1050.0,2.0,1.0,200
2,1135.0,2.0,2.0,163
3,1702.0,3.0,2.0,215
3,1510.0,2.0,1.0,200
1,475.0,1.0,1.0,200
2,1335.0,2.0,1.0,200
3,1261.0,2.0,1.0,215
1,630.0,1.0,1.0,77
1,662.0,1.0,1.0,215
3,1691.0,2.0,2.0,77
2,1000.0,2.0,1.0,78
3,1360.0,2.0,3.0,222
2,1225.0,2.0,1.0,92
3,1425.0,2.0,2.0,222
2,1060.0,2.0,1.0,77
3,1330.0,2.0,1.0,222
3,1920.0,3.0,2.0,94
2,1020.0,2.0,1.0,78
2,1420.0,2.0,1.0,94
2,1216.0,2.0,1.0,231
2,1196.0,2.0,2.0,190
2,1128.0,2.0,1.0,77
1,663.0,1.0,0.0,215
3,1157.0,2.0,1.0,200
4,2882.0,5.0,1.0,231
3,1933.0,3.0,2.0,163
3,1631.0,3.0,2.0,77
2,1020.0,2.0,1.0,163
2,1100.0,2.0,1.0,190
3,2206.0,4.0,1.0,200
3,1846.0,3.0,3.0,200
2,1196.0,2.0,2.0,190
1,923.0,1.0,1.0,215
2,1296.0,2.0,3.0,215
3,2225.0,3.0,1.0,231
1,575.0,1.0,1.0,78
2,1308.0,2.0,1.0,200
3,1640.0,4.0,2.0,231
3,1500.0,2.0,1.0,77
3,1580.0,3.0,1.0,92
1,691.0,1.0,1.0,200
3,1740.0,4.0,3.0,231
3,1615.0,3.0,0.0,231
2,1026.0,2.0,2.0,200
3,1345.0,2.0,1.0,222
3,1981.0,3.0,1.0,98
3,1800.0,3.0,2.0,200
3,1181.0,2.0,1.0,200
3,1549.0,3.0,2.0,78
4,2400.0,4.0,3.0,231
3,1445.0,2.0,1.0,98
3,1200.0,3.0,2.0,231
4,2093.0,4.0,1.0,77
2,1200.0,2.0,2.0,222
3,2080.0,3.0,3.0,94
3,1810.0,3.0,2.0,92
2,1118.0,2.0,1.0,231
1,835.0,1.0,1.0,200
3,1444.0,2.0,1.0,92
3,1940.0,4.0,3.0,78
2,1125.0,2.0,1.0,78
2,1294.0,2.0,1.0,94
2,1050.0,2.0,1.0,163
4,4000.0,6.0,1.0,94
3,1489.0,2.0,3.0,200
3,1879.0,3.0,2.0,200
4,3425.0,5.0,2.0,231
3,1157.0,2.0,1.0,200
2,938.0,2.0,0.0,222
3,1645.0,3.0,2.0,94
3,1740.0,3.0,2.0,231
2,1216.0,2.0,1.0,231
3,1252.0,2.0,1.0,78
2,1216.0,2.0,1.0,231
2,1027.0,2.0,2.0,92
2,1143.0,2.0,2.0,222
3,1561.0,3.0,2.0,98
3,1411.0,3.0,1.0,215
2,1284.0,2.0,2.0,222
3,1948.0,3.0,2.0,215
3,2264.0,3.0,1.0,98
2,1173.0,2.0,1.0,231
3,1520.0,2.0,2.0,92
4,2400.0,4.0,3.0,231
3,1691.0,3.0,2.0,200
2,1155.0,2.0,1.0,222
2,987.0,2.0,1.0,98
2,1185.0,2.0,2.0,190
3,1949.0,3.0,1.0,98
2,770.0,1.0,1.0,77
2,1110.0,2.0,1.0,190
2,1350.0,2.0,1.0,200
2,1080.0,2.0,1.0,94
2,1108.0,2.0,1.0,77
1,662.0,1.0,0.0,215
2,1026.0,2.0,1.0,200
3,3117.0,3.0,2.0,231
2,1230.0,2.0,1.0,200
2,1100.0,2.0,1.0,94
2,1390.0,2.0,2.0,94
3,1308.0,2.0,3.0,222
3,1500.0,3.0,2.0,190
2,1194.0,2.0,2.0,92
3,2321.0,4.0,1.0,231
2,1320.0,2.0,1.0,94
3,1546.0,3.0,1.0,215
3,1420.0,2.0,2.0,190
3,1550.0,2.0,1.0,200
2,750.0,2.0,1.0,231
2,1250.0,2.0,2.0,163
2,1346.0,2.0,1.0,200
2,1265.0,2.0,2.0,215
3,2700.0,5.0,2.0,231
1,630.0,1.0,1.0,77
3,1730.0,3.0,1.0,92
2,1025.0,2.0,1.0,77
2,1125.0,1.0,2.0,222
2,1230.0,2.0,1.0,163
2,1065.0,2.0,1.0,78
4,3200.0,4.0,3.0,231
3,2280.0,4.0,2.0,231
3,1691.0,3.0,2.0,200
1,1090.0,2.0,1.0,77
2,1279.0,2.0,2.0,222
3,1984.0,4.0,1.0,200
3,1600.0,3.0,2.0,77
2,1230.0,2.0,3.0,200
3,1710.0,3.0,2.0,163
3,1693.0,3.0,1.0,190
2,1155.0,2.0,2.0,222
2,1325.0,1.0,1.0,163
4,3252.0,4.0,1.0,231
2,1165.0,2.0,1.0,78
2,1133.0,2.0,1.0,190
4,3565.0,4.0,0.0,231
1,530.0,1.0,1.0,77
3,1700.0,3.0,1.0,231
1,825.0,1.0,1.0,231
3,1108.0,2.0,1.0,163
2,1295.0,2.0,1.0,190
3,1920.0,3.0,2.0,94
2,1134.0,2.0,1.0,222
2,957.0,2.0,1.0,163
3,1645.0,3.0,2.0,94
2,1323.0,2.0,2.0,200
3,1693.0,3.0,1.0,163
2,1185.0,2.0,2.0,190
2,1213.0,2.0,1.0,77
2,1251.0,2.0,1.0,94
2,1020.0,2.0,1.0,78
2,1025.0,2.0,1.0,77
3,1874.0,4.0,1.0,215
2,1140.0,2.0,2.0,92
2,934.0,2.0,2.0,215
3,1650.0,3.0,3.0,92
2,1140.0,2.0,2.0,190
3,1396.0,3.0,1.0,231
2,1145.0,2.0,2.0,190
4,3800.0,4.0,3.0,163
3,1400.0,3.0,1.0,77
3,1192.0,2.0,3.0,78
2,1232.0,2.0,1.0,98
2,1020.0,2.0,0.0,98
2,1140.0,2.0,2.0,92
2,1019.0,2.0,2.0,163
4,3445.0,5.0,3.0,231
2,1250.0,2.0,1.0,77
2,1230.0,2.0,1.0,92
2,1061.0,2.0,1.0,98
2,1073.0,2.0,2.0,77
3,1862.0,4.0,1.0,200
2,1229.0,2.0,2.0,200
3,1599.0,3.0,2.0,77
3,1891.0,3.0,1.0,98
2,1219.0,2.0,1.0,78
3,1222.0,2.0,1.0,200
2,1060.0,2.0,1.0,163
2,1220.0,2.0,1.0,231
1,605.0,1.0,1.0,77
2,1419.0,2.0,2.0,190
3,1904.0,3.0,2.0,98
3,1492.0,3.0,1.0,215
2,1025.0,2.0,1.0,78
2,1286.0,2.0,2.0,222
2,1194.0,2.0,2.0,92
2,1060.0,2.0,1.0,77
3,1891.0,3.0,1.0,98
3,1457.0,2.0,2.0,231
2,1128.0,2.0,1.0,77
2,1002.0,2.0,1.0,222
3,1836.0,3.0,2.0,231
2,900.0,2.0,2.0,78
3,2072.0,3.0,2.0,215
2,890.0,2.0,2.0,77
2,1243.0,2.0,2.0,92
2,1125.0,2.0,1.0,222
3,2070.0,4.0,2.0,200
3,1655.0,3.0,1.0,231
3,1595.0,3.0,2.0,215
2,1200.0,2.0,2.0,200
2,1128.0,2.0,1.0,77
2,1241.0,2.0,1.0,200
4,3000.0,5.0,3.0,231
2,1180.0,2.0,1.0,231
2,1071.0,2.0,2.0,163
3,1697.0,3.0,2.0,231
2,823.0,2.0,1.0,94
2,1385.0,2.0,1.0,98
2,1225.0,2.0,1.0,92
3,1200.0,3.0,1.0,231
1,550.0,1.0,1.0,77
2,1243.0,2.0,2.0,92
2,1125.0,2.0,2.0,163
3,1520.0,2.0,2.0,92
2,1345.0,2.0,1.0,94
2,995.0,2.0,1.0,77
3,1691.0,3.0,1.0,200
3,1278.0,2.0,1.0,190
1,650.0,1.0,1.0,78
3,1288.0,2.0,1.0,190
2,1342.0,2.0,1.0,77
2,1371.0,2.0,1.0,200
2,1220.0,2.0,1.0,163
