Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,GDP,Population (in 100K),Income composition of resources,Schooling,under-five deaths 
70,2007,0,24.0,0,13.4,1581.511914,12297.91535,32.31,0.812,16.4,0
99,2010,0,153.0,2,9.0,983.2518091,8297.483621,22.47,0.797,15.8,2
74,2004,1,137.0,3,0.49,315.6639322,4955.477743,25.17,0.731,12.7,4
130,2011,1,464.0,28,6.0,63.75053034,839.927936,143.87,0.452,10.1,42
18,2010,0,147.0,1,10.8,766.4454884,6843.263289,73.96,0.77,13.9,1
1,2010,1,91.0,1,5.28,41.82275719,494.358832,2.91,0.725,12.5,1
36,2000,1,163.0,9,3.99,84.17527008,1451.29776,126.29,0.668,12.4,11
67,2002,1,17.0,1,1.98,70.13207838,5436.595223,35.23,0.0,15.2,1
83,2010,1,47.0,69,0.96,5.743393664,419.2258149,24.22,0.39,9.3,98
70,2008,0,224.0,0,13.3,1888.149904,14961.56818,31.98,0.82,16.5,0
66,2009,0,184.0,0,9.85,1137.6237,12219.37379,21.42,0.821,16.4,0
12,2006,1,184.0,0,6.48,387.3324928,4187.3783,0.3,0.692,12.3,0
74,2009,1,131.0,3,0.47,431.5452472,7326.744435,27.65,0.756,12.6,4
62,2013,1,114.0,4,0.4,546.6235156,3992.86717,84.13,0.737,13.1,4
36,2006,1,144.0,8,3.52,19.13983284,335.786541,13.97,0.693,12.8,9
18,2001,0,16.0,1,10.72,25.06262895,1764.97387,0.89,0.713,12.9,1
92,2005,1,122.0,1,5.53,623.9100503,4916.54886,3.33,0.74,12.9,2
70,2010,0,188.0,0,12.9,1423.802386,11984.86857,3.97,0.824,16.8,0
99,2011,0,139.0,2,9.1,10.32588862,92.277825,21.48,0.798,15.7,2
1,2011,1,88.0,0,5.37,437.0621,4437.17868,2.95,0.738,13.3,1
37,2014,1,181.0,2,2.52,665.7260253,3988.771871,62.81,0.676,13.2,2
88,2010,1,154.0,3,3.38,302.7045411,1526.497938,57.38,0.614,11.4,3
63,2005,1,294.0,8,6.94,351.8603267,3771.278957,15.15,0.737,13.9,9
7,2012,0,7.0,0,12.26,7878.372355,48333.57273,84.3,0.884,15.7,0
31,2003,1,1.0,1,4.04,1070.268999,4167.71417,41.26,0.715,12.1,1
54,2013,1,15.0,4,3.11,311.7553193,2136.77395,86.58,0.614,11.6,4
31,2014,1,96.0,1,3.45,384.5129138,1647.44179,47.58,0.768,13.9,1
67,2007,1,98.0,1,1.72,8.906931168,614.271115,4.86,0.731,12.9,1
71,2006,0,85.0,0,11.98,15345.4907,89739.7117,4.73,0.88,13.5,0
108,2000,1,235.0,0,0.71,4.24926073,154.518572,0.41,0.455,7.2,0
31,2001,1,1.0,1,4.29,868.3713593,3981.52847,39.97,0.708,11.7,1
42,2006,1,211.0,0,2.06,52.1241634,3749.939813,8.27,0.695,14.0,0
93,2001,1,331.0,11,0.68,93.37278497,539.41528,57.16,0.422,6.6,14
35,2012,1,174.0,6,5.93,857.1307037,5968.876767,1.15,0.706,13.1,7
66,2012,0,163.0,0,10.21,1356.022164,13822.8559,2.34,0.812,15.5,0
31,2005,1,97.0,1,4.1,1002.833273,4697.11135,42.48,0.723,12.4,1
70,2009,0,192.0,0,12.4,1446.529217,11837.3913,31.63,0.825,16.6,0
36,2010,1,134.0,7,3.95,367.9285652,4657.32361,14.93,0.703,13.1,8
88,2003,1,198.0,4,3.77,2.542436908,115.565314,5.25,0.583,11.0,5
67,2009,1,95.0,1,1.62,8.140373615,84.268878,41.83,0.746,13.2,1
35,2005,1,28.0,7,5.71,289.7418649,3681.5993,92.38,0.668,12.6,8
62,2014,1,113.0,4,0.41,63.8784522,466.94775,0.89,0.737,13.1,4
88,2007,1,173.0,3,3.83,253.0007812,1344.31871,5.52,0.601,11.0,4
83,2011,1,47.0,66,0.94,40.80617976,526.5313517,2.49,0.397,9.5,94
36,2013,1,121.0,6,3.77,59.12850204,674.9829,156.62,0.725,13.4,8
7,2009,0,77.0,0,11.3,8053.557638,47654.18721,83.43,0.87,15.3,0
126,2007,1,124.0,1,6.67,14.47305874,79.69746,33.4,0.76,15.3,1
42,2012,1,195.0,0,0.01,431.4854874,4546.73854,8.74,0.714,14.9,0
7,2008,0,76.0,0,12.0,8329.731655,51386.37665,83.21,0.864,15.1,0
70,2012,0,176.0,0,15.14,1807.071336,14341.836,29.88,0.83,16.5,0
18,2005,0,16.0,1,10.48,456.3404657,3893.68998,76.59,0.745,13.5,1
16,2002,1,699.0,2,6.41,6.3300072,355.618382,17.8,0.558,11.9,4
12,2011,1,188.0,0,6.64,605.6286892,4516.24675,3.29,0.7,12.4,0
42,2007,1,29.0,0,2.09,5.889526221,478.82327,8.35,0.698,14.2,0
42,2001,1,221.0,0,1.93,20.7119129,238.891729,8.14,0.683,13.2,0
99,2008,0,159.0,2,11.9,128.0805702,1136.47356,25.38,0.78,14.7,3
66,2003,0,29.0,0,8.24,478.0644911,5134.95694,22.88,0.761,15.2,0
130,2008,1,632.0,30,3.56,20.84342867,325.678573,135.58,0.421,9.7,46
99,2006,0,157.0,3,8.51,665.6427546,5828.745662,21.19,0.755,13.7,4
121,2009,1,12.0,3,1.4,585.6307861,4129.977335,15.22,0.706,14.4,3
31,2009,1,96.0,1,4.07,24.88720369,689.396224,44.88,0.747,13.1,1
93,2013,1,281.0,10,0.01,25.70881695,229.95364,75.93,0.506,10.0,13
10,2011,1,232.0,0,17.31,846.9113071,6519.71753,94.73,0.787,15.5,1
93,2011,1,285.0,10,0.88,23.40731286,177.867119,72.69,0.494,9.9,13
66,2014,0,156.0,0,0.01,1542.635979,15725.1374,19.94,0.822,16.0,0
74,2010,1,131.0,3,0.49,65.56659662,971.356987,281.12,0.764,12.8,4
16,2014,1,268.0,2,0.01,662.802194,7497.762376,21.69,0.697,12.6,2
36,2009,1,137.0,7,3.87,282.1440066,4255.56571,146.91,0.702,13.1,8
126,2004,1,122.0,1,5.66,882.356362,4117.38853,3.32,0.75,15.5,1
99,2001,0,179.0,4,9.78,180.1095132,1839.72945,22.13,0.708,11.7,5
67,2001,1,11.0,1,2.19,510.6035166,5253.122599,33.6,0.0,15.0,1
7,2013,0,68.0,0,11.82,90.58501176,554.71532,84.79,0.887,15.7,0
54,2008,1,159.0,4,3.14,231.9112915,1751.595857,78.73,0.597,11.1,5
83,2004,1,429.0,82,1.54,46.58195631,336.3318145,2.31,0.332,7.0,120
80,2008,1,225.0,2,4.26,181.0123284,2139.625631,26.28,0.673,13.4,2
10,2006,1,243.0,1,12.6,364.426052,3848.215966,9.65,0.723,14.6,1
93,2003,1,321.0,11,0.59,124.3789361,588.3582595,0.62,0.433,7.2,14
108,2006,1,2.0,0,0.99,240.4851202,948.6592511,4.81,0.47,8.4,0
63,2001,1,284.0,8,5.75,12.60883976,149.926751,148.58,0.685,12.3,10
130,2009,1,587.0,30,4.64,1.040021112,65.824121,13.82,0.419,9.9,45
1,2000,1,11.0,1,3.66,91.71154052,1175.788981,0.39,0.656,10.7,1
0,2011,1,275.0,71,0.01,7.097108703,63.537231,29.79,0.454,9.5,97
99,2003,0,174.0,4,8.78,375.1740323,2774.95586,215.74,0.722,12.5,4
37,2003,1,29.0,3,3.1,400.1342971,2519.737387,59.72,0.628,12.0,4
74,2007,1,133.0,3,0.43,409.9812523,7269.17114,266.26,0.736,12.3,4
126,2009,1,118.0,0,6.67,1871.736563,9415.17386,33.63,0.774,15.5,1
80,2004,1,284.0,2,1.75,73.24150483,797.8377432,24.97,0.621,11.2,2
36,2008,1,139.0,7,3.76,197.9303077,4274.95265,144.48,0.698,13.0,9
63,2006,1,295.0,8,7.08,76.19868936,5291.57565,1.54,0.747,14.3,9
31,2013,1,96.0,1,3.42,386.1379123,1569.66631,0.48,0.762,13.7,1
80,2000,1,274.0,2,2.79,56.431387,474.2133361,23.97,0.582,8.9,3
80,2003,1,271.0,2,1.31,56.05686428,646.561295,24.69,0.609,10.5,2
83,2014,1,375.0,61,0.01,54.91159475,623.2871141,272.12,0.409,9.1,84
63,2003,1,282.0,8,6.58,23.43400762,268.123657,1.5,0.714,13.1,9
126,2008,1,119.0,1,6.76,24.73142261,962.312164,3.36,0.77,15.7,1
54,2000,1,174.0,6,2.61,28.80831098,188.783165,65.24,0.551,9.8,8
63,2004,1,287.0,8,6.55,33.91660183,2874.288291,15.13,0.725,13.5,9
7,2007,0,8.0,0,12.5,7453.8644,46586.6525,82.95,0.86,15.2,0
66,2002,0,219.0,0,7.44,376.4570185,4132.34927,2.31,0.746,14.8,0
62,2000,1,133.0,4,0.49,227.296617,1657.889256,0.51,0.7,12.6,4
67,2013,1,97.0,1,1.29,14.55610463,846.285153,5.28,0.766,13.3,1
108,2011,1,186.0,0,0.99,229.6687488,1642.837974,5.4,0.497,9.4,0
67,2008,1,98.0,1,1.67,69.13924862,712.775759,4.11,0.74,13.1,1
63,2009,1,235.0,7,6.64,808.243302,7165.2775,1.69,0.758,14.6,8
12,2005,1,191.0,0,6.25,365.799896,3933.332215,2.83,0.695,12.8,0
1,2004,1,17.0,1,4.54,221.8428,2416.588235,3.27,0.681,10.9,1
126,2011,1,111.0,0,5.97,417.9117441,14166.4998,33.86,0.78,15.5,1
63,2002,1,276.0,8,5.99,145.1022528,1658.31146,148.59,0.7,12.7,9
10,2013,1,23.0,0,14.66,1109.854619,7978.825443,94.66,0.796,15.7,1
35,2014,1,154.0,6,5.92,1088.244952,6268.692122,1.46,0.712,13.2,7
66,2010,0,18.0,0,9.8,1109.969508,11326.21947,2.98,0.815,16.0,0
35,2002,1,189.0,7,6.43,4.67359227,38.46578,88.32,0.66,12.3,8
70,2013,0,178.0,0,15.04,1968.816817,15712.82376,29.58,0.834,16.4,0
18,2009,0,152.0,1,10.93,661.5144334,6955.987733,74.44,0.768,13.8,1
31,2006,1,16.0,1,4.15,1185.412346,5245.187372,4.39,0.727,12.6,1
42,2008,1,26.0,0,1.95,81.04656111,4177.657789,0.84,0.7,14.3,0
92,2004,1,123.0,1,5.69,527.60848,4591.892776,32.7,0.733,12.8,2
7,2002,0,9.0,0,12.5,3979.057728,26351.37568,8.82,0.847,16.1,0
83,2008,1,45.0,72,1.48,0.796915785,53.127719,228.47,0.372,8.8,104
16,2008,1,427.0,2,6.56,476.8625872,5623.379566,19.46,0.646,12.1,3
71,2003,0,92.0,0,12.61,10111.38928,65445.8853,0.45,0.865,13.6,0
71,2001,0,96.0,0,12.89,7877.33656,48179.4285,4.42,0.854,13.4,0
0,2000,1,321.0,88,0.01,10.42496,114.56,2.94,0.338,5.5,122
130,2007,1,67.0,29,3.88,29.81456607,396.9982166,13.33,0.414,9.6,46
130,2005,1,717.0,28,4.14,8.7174087,444.76575,1.29,0.406,9.3,43
66,2004,0,26.0,0,8.81,80.0328375,6351.8125,22.63,0.776,15.5,0
42,2013,1,192.0,0,0.01,460.6487805,4763.68956,8.8,0.719,15.0,0
16,2004,1,652.0,2,4.9,469.5823898,4896.583835,1.83,0.58,11.8,4
130,2002,1,73.0,25,4.43,0.0,57.34834,1.26,0.427,10.0,40
126,2010,1,118.0,0,6.21,2331.532804,11938.212,33.74,0.777,15.6,1
31,2007,1,93.0,1,4.2,150.8891479,612.623418,43.69,0.734,12.8,1
37,2011,1,197.0,2,2.37,549.2783081,3736.58713,6.19,0.666,13.0,2
37,2008,1,194.0,2,2.68,53.95949877,357.347674,0.61,0.659,13.4,3
1,2013,1,84.0,0,4.76,430.8769785,4414.72314,2.9,0.759,14.2,1
80,2010,1,25.0,1,5.8,22.31624272,265.353659,2.71,0.693,14.3,2
31,2008,1,99.0,1,4.22,1859.095621,6911.136136,4.43,0.74,12.9,1
83,2013,1,46.0,62,1.16,5.813338496,65.985681,264.34,0.405,9.1,87
36,2007,1,14.0,7,3.63,19.60467787,359.71886,14.25,0.696,12.9,9
67,2010,1,94.0,1,1.58,805.3956346,8763.826274,43.37,0.752,13.3,1
70,2002,0,22.0,0,11.0,561.9168642,4146.987928,3.44,0.77,15.3,0
126,2002,1,124.0,1,5.86,27.46880965,488.768855,33.28,0.746,14.7,1
93,2012,1,284.0,10,0.01,31.6357652,271.318741,7.44,0.501,9.9,13
70,2014,0,169.0,0,15.19,2211.744178,16554.97139,29.32,0.841,16.5,0
121,2006,1,12.0,3,1.46,420.1153538,3371.71231,11.96,0.689,14.2,4
1,2009,1,91.0,1,5.79,348.0559517,4114.136545,29.28,0.721,12.2,1
71,2008,0,8.0,0,11.53,18961.3486,114293.8433,0.49,0.887,13.5,0
66,2006,0,229.0,0,10.4,1099.248837,9667.9757,22.18,0.807,16.2,0
92,2013,1,118.0,1,6.89,1694.467075,11685.97983,38.38,0.773,12.9,1
0,2010,1,279.0,74,0.01,79.67936736,553.32894,28.83,0.448,9.2,102
92,2007,1,124.0,1,6.16,76.2508038,668.8667,3.45,0.743,12.9,2
35,2006,1,178.0,7,6.2,352.9551269,3836.468771,93.71,0.677,12.6,8
74,2011,1,13.0,3,0.51,9.23002632,145.1262,286.35,0.774,13.0,4
74,2005,1,135.0,3,0.46,297.5913833,5593.822995,256.59,0.734,12.9,4
16,2010,1,349.0,2,5.99,547.0386679,6346.15624,2.15,0.669,12.3,3
54,2005,1,163.0,5,3.23,203.7134882,1311.741714,7.37,0.577,10.6,6
88,2005,1,194.0,3,3.7,218.5716179,1175.116225,53.79,0.592,11.0,4
126,2006,1,117.0,1,6.58,1712.225506,5877.87678,3.33,0.756,15.2,1
71,2002,0,95.0,0,12.91,910.5062778,5293.64115,4.46,0.86,13.5,0
80,2012,1,231.0,1,0.01,253.8285861,4368.82248,28.14,0.712,14.7,2
108,2013,1,182.0,0,0.01,24.73328608,188.5159,5.64,0.509,9.5,0
54,2007,1,16.0,5,3.16,222.4823338,1592.572182,7.78,0.59,10.9,6
108,2002,1,22.0,0,1.08,156.2847968,784.9562874,4.35,0.446,7.3,0
16,2007,1,436.0,2,6.21,512.5887995,5714.47937,19.14,0.63,12.1,3
70,2004,0,24.0,0,12.1,76.36187737,676.966998,3.38,0.792,16.3,0
0,2002,1,3.0,88,0.01,16.88735091,187.84595,219.8,0.341,6.2,122
88,2008,1,169.0,3,3.64,275.064434,1518.85386,5.59,0.607,11.1,3
16,2001,1,679.0,2,5.48,306.9527349,3128.97793,17.55,0.56,11.8,4
71,2011,0,72.0,0,11.5,17028.52798,115761.577,5.18,0.894,13.9,0
7,2006,0,81.0,0,12.4,69.92899358,443.99361,82.69,0.854,15.0,0
126,2003,1,121.0,1,5.11,160.8400141,3622.52284,33.26,0.747,15.0,1
12,2014,1,177.0,0,6.58,670.0920883,4852.223666,3.52,0.705,12.8,0
7,2001,0,92.0,0,12.4,3582.848308,24489.73553,8.42,0.837,15.5,0
71,2007,0,82.0,0,11.75,267.051312,1618.4928,4.8,0.877,13.5,0
10,2007,1,226.0,1,14.22,464.077513,4735.484827,9.57,0.739,14.9,1
63,2010,1,236.0,7,6.83,11.1516268,97.649972,163.22,0.763,14.5,8
92,2001,1,124.0,2,5.43,7.320514461,446.372833,3.9,0.721,12.4,2
92,2002,1,125.0,1,5.52,78.80940216,4126.14671,31.49,0.725,12.6,2
93,2000,1,335.0,11,0.73,62.56273841,631.9468526,55.72,0.418,6.2,14
35,2008,1,161.0,6,6.12,49.09241952,511.37937,9.64,0.692,12.8,8
66,2011,0,169.0,0,10.14,24.70841046,1372.68947,0.26,0.81,15.8,0
12,2010,1,186.0,0,6.76,569.9527122,4344.15177,0.32,0.7,12.4,0
88,2004,1,194.0,4,3.81,36.81621175,191.55157,0.54,0.587,11.0,4
35,2001,1,188.0,7,6.13,340.0239945,2862.154836,86.97,0.656,12.3,9
54,2002,1,169.0,6,3.09,154.8636161,1132.8721,68.63,0.561,10.1,7
1,2005,1,15.0,1,5.16,26.99312143,279.142931,3.11,0.685,10.8,1
10,2014,1,199.0,0,13.94,1147.1114,8318.429294,94.75,0.796,15.7,0
0,2014,1,271.0,64,0.01,73.52358168,612.696514,3.28,0.476,10.0,86
62,2003,1,127.0,4,0.54,228.7838108,1889.213962,53.97,0.717,13.2,4
99,2005,0,162.0,3,7.68,615.4030781,4676.315183,213.2,0.745,13.4,4
18,2004,0,157.0,1,10.96,384.1473028,3381.57837,7.72,0.738,13.3,1
80,2002,1,263.0,2,2.43,55.60878216,571.51883,24.44,0.599,10.1,2
130,2012,1,429.0,26,6.09,92.60233636,955.648466,14.72,0.464,9.8,39
54,2011,1,153.0,4,3.1,32.16407994,212.584798,0.84,0.611,11.7,5
70,2006,0,229.0,0,12.7,116.504961,924.642548,3.27,0.807,16.4,0
18,2008,0,155.0,1,10.98,107.9826127,7296.122479,74.93,0.761,13.8,1
121,2003,1,17.0,4,1.34,321.7694175,2761.969249,99.4,0.667,13.5,4
18,2007,0,157.0,1,10.89,591.5100978,5932.899677,75.45,0.755,13.5,1
108,2007,1,2.0,0,0.85,28.90135229,146.931125,0.49,0.482,9.0,0
42,2005,1,214.0,0,2.02,64.39203443,3658.63832,8.22,0.699,13.9,0
12,2003,1,21.0,0,5.67,312.7995946,3679.99523,0.27,0.684,12.2,0
80,2001,1,266.0,2,2.87,61.84921903,524.145924,24.2,0.588,9.4,3
10,2009,1,226.0,0,14.09,434.7985025,5176.172649,9.57,0.771,15.4,1
92,2008,1,127.0,1,6.74,956.8229765,6973.9284,35.16,0.75,12.8,2
63,2012,1,214.0,6,6.82,235.3566066,12387.18982,167.91,0.774,14.7,7
74,2012,1,129.0,3,0.53,101.609245,1779.49641,29.17,0.776,12.9,4
66,2005,0,216.0,0,9.92,86.9255399,7558.7426,22.39,0.791,15.9,0
37,2012,1,181.0,2,2.48,591.7757569,3827.786267,62.21,0.67,13.2,2
36,2003,1,151.0,8,3.69,18.26183281,244.46898,13.29,0.679,12.6,10
88,2000,1,192.0,4,3.61,15.25518816,116.2743,5.27,0.562,10.1,5
54,2009,1,157.0,4,3.08,286.1211446,1815.489496,0.84,0.603,11.3,5
35,2000,1,176.0,7,6.58,44.79247812,282.4242,85.63,0.651,12.2,9
108,2001,1,227.0,0,0.7,325.1114746,944.81684,4.24,0.442,6.6,0
130,2001,1,686.0,25,1.72,0.0,548.587312,123.66,0.427,9.8,39
70,2000,0,2.0,0,9.87,373.2605532,3297.35471,35.0,0.745,14.0,0
88,2011,1,147.0,3,3.39,321.6132593,1682.957924,0.59,0.62,11.5,3
62,2001,1,131.0,4,0.55,248.697463,1728.2659,51.93,0.706,12.7,4
16,2003,1,693.0,2,5.51,299.3671252,4163.6596,1.84,0.567,11.8,4
35,2010,1,166.0,6,6.02,664.5585242,5451.6696,98.98,0.697,12.9,8
108,2014,1,183.0,0,0.01,3.718438799,29.652622,0.58,0.512,9.6,0
121,2007,1,12.0,3,1.24,469.6282925,3778.184171,1.3,0.695,14.3,4
18,2011,0,144.0,1,10.67,875.1495189,7813.83499,73.48,0.775,14.2,1
16,2005,1,566.0,2,6.37,629.8425643,5351.253732,18.56,0.593,11.9,3
71,2010,0,73.0,0,11.36,2267.252192,14965.361,0.57,0.884,13.7,0
35,2013,1,157.0,6,5.93,97.52211538,627.55544,12.81,0.709,13.2,7
93,2005,1,37.0,11,0.84,12.05551997,77.5773486,6.31,0.446,7.9,15
74,2000,1,149.0,4,0.54,23.37167228,445.17471,23.19,0.715,11.6,5
10,2000,1,247.0,1,12.98,24.24947846,1276.28834,9.98,0.675,13.1,1
88,2014,1,148.0,2,3.55,473.1238124,1975.46477,6.14,0.636,11.6,3
70,2005,0,222.0,0,12.3,913.699529,7863.1629,33.23,0.798,16.2,0
108,2003,1,215.0,0,1.18,16.83170578,744.7657423,4.47,0.453,8.0,0
7,2000,0,96.0,0,13.2,3557.455507,24517.26745,8.12,0.833,15.4,0
31,2012,1,97.0,1,3.34,2568.237059,9985.36959,46.54,0.758,13.6,1
121,2005,1,14.0,3,1.37,379.5139945,3194.562243,1.12,0.683,13.9,4
71,2004,0,92.0,0,12.42,12372.05188,75716.3518,0.46,0.867,13.5,0
108,2005,1,24.0,0,0.9,25.31155956,88.874858,4.7,0.465,8.3,0
7,2004,0,86.0,0,12.1,5316.877456,36693.4262,81.72,0.841,14.7,0
10,2004,1,247.0,1,12.05,42.33443901,2378.33927,9.73,0.703,14.1,1
108,2012,1,184.0,0,0.01,247.9492284,1858.689868,5.52,0.505,9.4,0
35,2003,1,22.0,7,6.32,293.0196601,2372.628827,8.97,0.665,12.4,8
74,2001,1,144.0,4,0.53,210.2417002,3915.11546,23.7,0.725,11.9,5
7,2014,0,66.0,0,12.32,8350.193523,51322.63997,85.42,0.892,15.9,0
54,2006,1,161.0,5,3.23,192.9297829,1437.628785,7.54,0.583,10.8,6
99,2007,0,154.0,3,10.6,919.1673438,8214.185378,28.83,0.766,14.1,3
42,2011,1,197.0,0,0.01,401.7931045,4353.121392,0.87,0.709,14.7,0
37,2009,1,23.0,2,2.55,416.4338399,3366.482133,61.37,0.662,12.8,2
67,2003,1,15.0,1,2.19,527.9176618,5425.6697,3.71,0.0,14.8,1
62,2002,1,129.0,4,0.54,259.1572375,1812.288374,52.87,0.712,13.0,4
7,2011,0,73.0,0,12.04,8272.306757,51126.74139,83.92,0.88,15.7,0
7,2010,0,75.0,0,12.1,7423.228774,46657.629,8.36,0.872,15.4,0
35,2004,1,214.0,7,5.16,182.6162515,2421.9662,9.13,0.666,12.5,8
54,2004,1,165.0,5,3.02,188.2499208,1217.657961,7.24,0.571,10.4,7
126,2014,1,117.0,0,6.03,463.6397821,16737.89827,34.2,0.791,15.5,0
74,2003,1,138.0,3,0.48,264.2496129,4463.675893,24.69,0.724,12.1,4
126,2001,1,123.0,1,6.48,421.4804282,6281.37747,3.33,0.742,14.2,1
37,2013,1,184.0,2,2.42,653.6925016,3895.664491,6.26,0.675,13.2,2
74,2006,1,134.0,3,0.42,365.9113978,6222.982955,261.44,0.732,12.7,4
121,2000,1,112.0,4,1.21,264.7842196,2213.91488,96.99,0.646,12.8,5
54,2012,1,151.0,4,3.11,363.5721644,2178.38325,8.56,0.614,11.6,4
18,2003,0,155.0,1,11.19,32.38616103,271.46824,77.75,0.729,12.9,1
92,2011,1,121.0,1,6.9,119.2124275,927.723171,3.78,0.758,12.9,1
92,2014,1,119.0,1,6.74,1842.463782,12593.7374,3.94,0.78,13.0,1
62,2007,1,12.0,4,0.6,373.2628643,2762.86354,61.93,0.736,13.6,4
67,2004,1,13.0,1,2.1,618.3614858,5424.22356,38.63,0.0,14.2,1
31,2002,1,99.0,1,4.17,112.9493745,462.14965,0.46,0.712,11.9,1
121,2002,1,19.0,4,1.17,262.8184944,2346.5937,98.64,0.662,13.3,5
71,2012,0,7.0,0,11.34,2284.58215,16749.136,0.54,0.892,13.9,0
12,2000,1,196.0,0,4.79,219.0239836,3364.423711,2.47,0.668,11.7,0
88,2002,1,197.0,4,3.5,2.092343893,11.147277,51.72,0.577,10.7,5
1,2003,1,18.0,1,4.29,14.71928882,189.681557,3.4,0.674,10.7,1
42,2009,1,23.0,0,2.31,60.65068446,3369.48247,8.52,0.704,14.5,0
92,2012,1,12.0,1,6.95,201.7490628,1589.82713,37.73,0.765,12.8,1
