Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,GDP,Population (in 100K),Income composition of resources,Schooling,under-five deaths 
108,2001,1,227.0,0,0.7,325.1114746,944.81684,4.24,0.442,6.6,0
65,2005,1,213.0,0,0.6,111.7392134,1214.556667,0.92,0.0,12.2,0
126,2009,1,118.0,0,6.67,1871.736563,9415.17386,33.63,0.774,15.5,1
54,2013,1,15.0,4,3.11,311.7553193,2136.77395,86.58,0.614,11.6,4
80,2012,1,231.0,1,0.01,253.8285861,4368.82248,28.14,0.712,14.7,2
30,2010,1,246.0,2,0.15,47.30421873,769.1742883,6.9,0.476,10.5,2
121,2005,1,14.0,3,1.37,379.5139945,3194.562243,1.12,0.683,13.9,4
127,2003,1,183.0,25,1.54,28.52135777,396.129969,25.57,0.607,11.3,30
73,2007,1,559.0,37,1.18,4.269511381,32.2227274,13.85,0.387,9.7,59
74,2012,1,129.0,3,0.53,101.609245,1779.49641,29.17,0.776,12.9,4
130,2010,1,527.0,29,5.21,53.30858081,713.63562,14.86,0.436,10.0,44
31,2011,1,98.0,1,3.41,2429.854745,9186.59639,0.46,0.752,13.4,1
58,2012,0,69.0,0,11.49,6616.695125,49231.36254,45.87,0.895,18.5,0
99,2011,0,139.0,2,9.1,10.32588862,92.277825,21.48,0.798,15.7,2
11,2005,0,89.0,0,12.27,5068.214488,36967.28292,14.79,0.861,15.7,1
1,2014,1,8.0,0,4.51,428.7490668,4575.763787,2.89,0.761,14.2,1
110,2000,0,86.0,2,11.12,1934.398154,14676.769,45.68,0.82,15.7,2
75,2003,1,299.0,59,0.54,6.660451777,391.791281,1.25,0.318,5.2,106
98,2004,0,99.0,0,13.45,276.0999798,1845.5881,14.84,0.792,15.9,1
93,2002,1,327.0,11,0.61,110.9803062,511.665773,58.62,0.428,6.9,14
108,2011,1,186.0,0,0.99,229.6687488,1642.837974,5.4,0.497,9.4,0
16,2012,1,3.0,2,0.01,12.83447357,729.231453,2.89,0.687,12.5,3
16,2008,1,427.0,2,6.56,476.8625872,5623.379566,19.46,0.646,12.1,3
9,2008,1,147.0,144,0.01,42.48865034,615.7775411,148.86,0.52,8.6,186
48,2009,1,78.0,0,9.08,372.6854142,2971.973,1.12,0.857,16.2,0
5,2000,1,142.0,1,2.9,32.75626853,622.7427477,3.7,0.639,11.2,1
46,2009,0,79.0,2,11.22,7641.270645,41732.7725,8.19,0.906,16.7,3
46,2004,0,86.0,3,11.83,5842.374765,34165.9343,82.52,0.877,16.4,3
95,2011,1,133.0,9,4.83,759.5380695,5771.565878,297.6,0.721,13.4,12
79,2011,1,124.0,34,5.3,1117.196097,9834.472689,1.2,0.745,12.6,39
66,2001,0,228.0,0,6.68,332.2751709,3572.8513,2.34,0.728,14.2,0
72,2010,1,248.0,32,1.03,76.60442169,412.739341,21.15,0.503,10.2,45
74,2001,1,144.0,4,0.53,210.2417002,3915.11546,23.7,0.725,11.9,5
70,2013,0,178.0,0,15.04,1968.816817,15712.82376,29.58,0.834,16.4,0
7,2004,0,86.0,0,12.1,5316.877456,36693.4262,81.72,0.841,14.7,0
66,2008,0,199.0,0,11.84,253.4022338,16348.53121,21.77,0.819,16.3,0
86,2011,1,172.0,22,0.27,112.1229028,692.1166842,273.27,0.529,12.0,27
80,2002,1,263.0,2,2.43,55.60878216,571.51883,24.44,0.599,10.1,2
49,2012,1,189.0,11,2.02,484.7187892,3299.65139,15.27,0.616,10.6,13
93,2011,1,285.0,10,0.88,23.40731286,177.867119,72.69,0.494,9.9,13
21,2003,1,144.0,0,4.16,209.0865,1768.92132,0.46,0.572,11.3,0
121,2012,1,13.0,3,1.3,585.8776761,4137.55421,18.87,0.717,14.6,3
29,2011,1,144.0,12,4.37,184.3073618,7227.73968,46.47,0.7,13.0,14
80,2009,1,235.0,1,4.61,134.1678932,1717.898761,26.68,0.686,13.8,2
10,2009,1,226.0,0,14.09,434.7985025,5176.172649,9.57,0.771,15.4,1
69,2011,1,266.0,9,3.72,60.44658161,379.689583,0.47,0.406,9.5,12
21,2006,1,129.0,0,4.25,26.45133197,234.28992,0.49,0.596,11.9,0
33,2002,0,68.0,0,11.68,1128.050886,16372.29152,9.77,0.805,12.5,0
47,2007,1,28.0,41,1.25,3.181373629,19.686718,2.27,0.519,9.1,61
23,2013,1,364.0,48,0.01,63.07890158,1365.34419,216.56,0.501,10.4,73
33,2001,0,69.0,0,10.16,100.8086193,1562.92433,0.96,0.8,12.4,0
61,2003,1,166.0,1,3.48,155.5884677,3465.221998,27.13,0.694,11.9,1
77,2010,1,214.0,8,0.01,8.353074798,123.383675,3.7,0.484,7.6,12
24,2012,1,68.0,2,8.3,9748.636237,52496.69487,34.76,0.907,15.9,2
71,2003,0,92.0,0,12.61,10111.38928,65445.8853,0.45,0.865,13.6,0
61,2014,1,133.0,1,3.83,427.3054534,4855.743789,2.86,0.727,12.8,1
10,2000,1,247.0,1,12.98,24.24947846,1276.28834,9.98,0.675,13.1,1
106,2008,1,184.0,0,6.33,701.8526364,11122.8627,0.87,0.739,13.2,0
99,2010,0,153.0,2,9.0,983.2518091,8297.483621,22.47,0.797,15.8,2
79,2000,1,129.0,55,4.99,10.22840118,672.92113,117.2,0.694,11.4,66
1,2013,1,84.0,0,4.76,430.8769785,4414.72314,2.9,0.759,14.2,1
105,2010,1,128.0,1,9.65,774.4396617,5411.87744,72.91,0.755,13.6,1
42,2004,1,218.0,0,1.63,43.99452464,3332.918533,8.18,0.691,13.4,0
75,2006,1,288.0,57,0.53,67.70920683,521.6425796,13.23,0.35,6.1,98
83,2006,1,434.0,78,1.2,58.59644487,385.7567141,215.47,0.353,7.9,113
66,2004,0,26.0,0,8.81,80.0328375,6351.8125,22.63,0.776,15.5,0
62,2001,1,131.0,4,0.55,248.697463,1728.2659,51.93,0.706,12.7,4
33,2012,0,56.0,0,10.55,2159.756205,28951.15556,1.14,0.85,13.8,0
127,2009,1,183.0,21,2.56,92.81479759,1213.265328,2.78,0.651,11.8,24
115,2005,1,194.0,10,0.37,19.83672308,337.359236,68.54,0.572,10.6,12
42,2003,1,22.0,0,1.76,253.8196705,2835.973972,8.17,0.689,13.3,0
43,2007,1,89.0,3,12.2,64.73714894,416.58397,64.16,0.873,16.1,3
84,2010,1,29.0,49,0.3,17.48293752,987.7365832,51.56,0.515,8.8,65
8,2003,1,154.0,7,0.55,42.41491183,883.6439965,0.82,0.659,10.8,8
75,2013,1,275.0,53,0.01,36.86104319,777.659139,164.78,0.421,8.0,86
88,2000,1,192.0,4,3.61,15.25518816,116.2743,5.27,0.562,10.1,5
113,2011,0,58.0,0,7.4,11477.6671,59593.28711,94.49,0.901,16.0,0
16,2003,1,693.0,2,5.51,299.3671252,4163.6596,1.84,0.567,11.8,4
124,2011,1,347.0,76,10.22,94.49686776,584.3962137,35.94,0.477,10.7,114
15,2005,1,12.0,0,4.56,45.71354264,2968.41186,3.78,0.0,12.5,0
127,2006,1,185.0,23,1.96,77.27092119,654.2838373,26.49,0.626,11.8,27
97,2010,0,13.0,2,10.59,220.4916851,12599.52486,38.43,0.822,15.1,2
129,2006,1,526.0,33,2.25,1.860003739,13.154199,123.83,0.479,10.9,52
63,2001,1,284.0,8,5.75,12.60883976,149.926751,148.58,0.685,12.3,10
127,2005,1,192.0,24,1.78,40.13342094,546.776852,0.26,0.62,11.7,28
73,2014,1,377.0,27,0.01,59.48744893,354.7253961,17.69,0.466,10.7,40
121,2002,1,19.0,4,1.17,262.8184944,2346.5937,98.64,0.662,13.3,5
15,2014,1,89.0,0,4.03,732.8662491,5193.94932,0.36,0.742,14.2,0
54,2006,1,161.0,5,3.23,192.9297829,1437.628785,7.54,0.583,10.8,6
7,2005,0,85.0,0,12.4,5992.588029,38242.4252,82.28,0.848,14.9,0
37,2013,1,184.0,2,2.42,653.6925016,3895.664491,6.26,0.675,13.2,2
23,2009,1,373.0,54,5.89,9.042540892,123.19538,194.33,0.473,9.2,85
7,2009,0,77.0,0,11.3,8053.557638,47654.18721,83.43,0.87,15.3,0
71,2012,0,7.0,0,11.34,2284.58215,16749.136,0.54,0.892,13.9,0
92,2013,1,118.0,1,6.89,1694.467075,11685.97983,38.38,0.773,12.9,1
36,2010,1,134.0,7,3.95,367.9285652,4657.32361,14.93,0.703,13.1,8
47,2013,1,254.0,38,0.01,28.66897829,1814.492297,263.46,0.57,11.5,55
91,2010,1,172.0,372,0.04,0.66751505,14.142268,17.56,0.521,7.5,461
98,2002,0,17.0,1,12.0,1904.00231,12882.28897,14.2,0.788,15.9,1
115,2011,1,166.0,10,0.32,51.9919227,834.5412953,78.16,0.608,11.1,12
124,2004,1,485.0,104,9.89,36.60609252,288.236949,275.68,0.427,11.6,164
106,2000,1,188.0,0,8.24,601.7608115,7578.85153,0.81,0.0,12.3,0
119,2001,1,157.0,0,1.35,330.1007394,1837.977391,0.99,0.674,13.2,0
8,2013,1,121.0,5,2.14,275.6514934,7875.756953,9.42,0.745,11.9,6
99,2008,0,159.0,2,11.9,128.0805702,1136.47356,25.38,0.78,14.7,3
88,2003,1,198.0,4,3.77,2.542436908,115.565314,5.25,0.583,11.0,5
40,2009,1,156.0,0,15.04,1717.088711,14726.31828,13.35,0.836,16.1,0
73,2005,1,66.0,39,1.04,5.670640102,28.3673842,13.4,0.371,9.7,62
105,2005,1,135.0,1,9.6,503.1115947,3528.1318,7.45,0.73,13.2,1
47,2009,1,271.0,41,1.76,30.72290501,186.76538,23.94,0.542,10.4,60
10,2005,1,252.0,1,11.01,45.65007798,3126.71767,96.64,0.713,14.4,1
50,2014,1,299.0,27,0.01,50.57976483,561.997387,1.19,0.412,8.6,41
40,2013,1,127.0,0,0.01,261.2914808,1929.7746,13.18,0.856,16.5,0
27,2011,1,86.0,2,7.26,211.614293,1475.69242,171.53,0.82,15.4,2
22,2006,1,216.0,17,2.03,51.50447119,539.8791529,134.74,0.483,10.1,21
116,2008,1,162.0,11,5.92,609.9511632,4378.68746,66.55,0.7,12.9,13
106,2003,1,185.0,0,7.41,843.1186662,8524.961236,0.83,0.713,12.1,0
0,2011,1,275.0,71,0.01,7.097108703,63.537231,29.79,0.454,9.5,97
37,2005,1,213.0,3,2.77,440.6027042,2835.281237,6.29,0.644,12.7,3
49,2009,1,198.0,12,2.14,445.4423371,2635.753474,14.32,0.596,10.4,15
31,2003,1,1.0,1,4.04,1070.268999,4167.71417,41.26,0.715,12.1,1
33,2005,0,65.0,0,11.41,1562.520827,25324.48666,1.28,0.826,13.5,0
129,2014,1,314.0,28,0.01,196.6675768,1738.8822,15.63,0.57,12.5,41
15,2006,1,1.0,0,4.82,38.25414065,344.321698,37.79,0.697,12.7,0
44,2008,1,298.0,2,8.75,11.05422474,194.2746,15.36,0.651,12.4,3
83,2014,1,375.0,61,0.01,54.91159475,623.2871141,272.12,0.409,9.1,84
67,2005,1,11.0,1,1.94,630.0540723,5339.441291,39.87,0.0,13.7,1
129,2005,1,554.0,34,2.33,121.879331,691.3178164,12.52,0.467,10.7,55
72,2006,1,263.0,36,0.68,38.41870375,292.157443,18.88,0.478,9.0,54
123,2003,1,231.0,7,2.88,179.6156482,1283.885977,46.56,0.0,10.3,8
52,2007,1,232.0,1,7.2,362.8702271,2327.58324,7.48,0.62,11.2,1
120,2009,1,183.0,0,6.37,128.0896289,1458.8796,13.22,0.773,12.5,0
36,2000,1,163.0,9,3.99,84.17527008,1451.29776,126.29,0.668,12.4,11
123,2010,1,211.0,7,2.48,385.325164,4439.23,0.59,0.0,10.6,8
25,2014,1,437.0,15,0.01,53.43964323,377.132274,45.15,0.345,7.1,22
20,2007,1,355.0,24,4.54,1.72659515,17.79995,79.4,0.309,7.2,36
54,2000,1,174.0,6,2.61,28.80831098,188.783165,65.24,0.551,9.8,8
79,2002,1,127.0,49,4.77,12.1859723,716.8219,14.36,0.703,11.6,58
10,2012,1,194.0,0,16.35,91.70962117,694.243915,94.64,0.793,15.6,1
105,2008,1,132.0,1,9.54,96.33237912,671.773913,7.35,0.749,13.5,1
122,2002,1,138.0,38,1.47,35.55729,366.57,65.14,0.658,11.5,46
81,2013,1,19.0,0,0.01,707.144691,7186.429787,0.62,0.799,15.1,0
110,2001,0,84.0,2,9.86,2044.169761,15323.6114,4.85,0.825,15.7,2
66,2002,0,219.0,0,7.44,376.4570185,4132.34927,2.31,0.746,14.8,0
97,2012,0,125.0,2,10.81,230.040097,13145.1484,38.63,0.834,15.3,2
98,2008,0,92.0,0,12.35,3652.869332,24815.6884,15.58,0.804,15.8,0
59,2010,1,61.0,1,2.63,409.4109292,3661.994,0.76,0.878,15.7,1
97,2002,0,145.0,3,8.02,516.0554391,5196.932921,38.23,0.79,15.0,3
66,2013,0,161.0,0,10.37,150.3116884,1532.22924,2.13,0.814,15.4,0
70,2002,0,22.0,0,11.0,561.9168642,4146.987928,3.44,0.77,15.3,0
34,2008,1,289.0,1,0.49,171.7686449,1214.77118,8.23,0.427,5.0,2
99,2006,0,157.0,3,8.51,665.6427546,5828.745662,21.19,0.755,13.7,4
130,2013,1,399.0,25,6.39,10.66670728,111.227396,1.55,0.488,10.4,36
36,2012,1,127.0,7,3.92,41.88087712,572.14313,154.2,0.717,13.3,8
17,2014,1,144.0,44,7.32,83.16465362,1226.61731,242.13,0.747,15.2,49
25,2013,1,451.0,16,0.01,52.37766601,337.4849614,45.0,0.37,7.1,23
6,2010,0,64.0,1,10.52,8875.786493,51874.848,2.23,0.927,19.5,1
114,2006,1,123.0,8,0.97,122.6523334,1762.24617,189.15,0.636,11.4,10
84,2012,1,25.0,44,0.55,38.4279083,1171.58257,59.87,0.533,9.1,58
89,2011,1,241.0,50,0.15,32.22493445,375.5819866,17.65,0.323,4.8,93
24,2011,1,68.0,2,8.2,971.9280384,5282.2176,34.34,0.903,15.9,2
113,2014,0,54.0,0,7.3,1142.212403,5918.19898,9.7,0.906,15.8,0
61,2012,1,138.0,1,3.65,37.17108782,521.33363,2.85,0.725,12.8,1
14,2012,1,223.0,0,0.01,188.7373664,2422.816,7.53,0.581,12.3,1
74,2003,1,138.0,3,0.48,264.2496129,4463.675893,24.69,0.724,12.1,4
99,2003,0,174.0,4,8.78,375.1740323,2774.95586,215.74,0.722,12.5,4
92,2010,1,122.0,1,6.94,1199.319976,7937.259931,36.43,0.756,12.8,2
125,2013,1,198.0,4,8.44,52.42529588,429.71554,4.55,0.744,15.2,5
47,2012,1,257.0,39,0.01,151.899429,1629.8222,25.73,0.563,11.2,56
99,2004,0,165.0,4,9.82,431.3250367,3552.92452,214.52,0.733,12.9,4
118,2014,1,285.0,13,0.01,4.877350139,62.1318489,72.29,0.475,12.0,20
67,2012,1,93.0,1,1.53,151.1526829,8787.94668,4.92,0.763,13.3,1
97,2009,0,136.0,2,10.7,1299.159757,11527.59323,38.15,0.818,15.1,3
16,2011,1,325.0,2,5.76,668.9562854,7645.21469,2.51,0.678,12.4,3
4,2012,1,12.0,9,8.35,1133.558003,12969.7712,42.97,0.822,17.2,10
78,2012,1,154.0,0,0.01,915.1859205,9291.227619,12.56,0.756,14.3,0
88,2007,1,173.0,3,3.83,253.0007812,1344.31871,5.52,0.601,11.0,4
97,2007,0,144.0,2,10.9,14.3042452,1126.31852,3.81,0.808,15.0,3
72,2003,1,268.0,40,0.93,37.12894787,316.7998965,172.79,0.457,8.5,60
30,2014,1,23.0,1,0.01,73.86584922,852.954379,7.59,0.497,11.1,2
18,2008,0,155.0,1,10.98,107.9826127,7296.122479,74.93,0.761,13.8,1
71,2007,0,82.0,0,11.75,267.051312,1618.4928,4.8,0.877,13.5,0
121,2006,1,12.0,3,1.46,420.1153538,3371.71231,11.96,0.689,14.2,4
66,2003,0,29.0,0,8.24,478.0644911,5134.95694,22.88,0.761,15.2,0
34,2013,1,256.0,1,0.53,229.4410095,1622.637974,8.97,0.464,6.3,2
94,2006,1,161.0,3,5.61,26.18072382,189.71539,58.83,0.648,12.1,4
22,2007,1,24.0,16,2.08,57.73516711,631.675789,136.77,0.495,10.3,20
1,2009,1,91.0,1,5.79,348.0559517,4114.136545,29.28,0.721,12.2,1
22,2013,1,183.0,11,0.01,8.758214538,128.419568,15.23,0.546,10.8,13
2,2007,1,129.0,20,0.44,320.3239241,3935.183343,0.34,0.69,12.3,23
92,2003,1,126.0,1,5.52,58.45976019,4267.13578,3.29,0.728,12.8,2
120,2002,1,192.0,0,5.12,72.03911741,749.626612,12.78,0.721,11.9,1
98,2012,0,81.0,0,11.96,331.457035,2577.4264,15.15,0.824,16.3,0
19,2007,1,293.0,46,4.58,73.92730583,475.11122,14.25,0.334,4.9,83
44,2005,1,37.0,2,7.72,353.2438029,6741.293948,1.43,0.64,12.4,3
54,2001,1,171.0,6,2.74,15.36175284,113.4546,6.69,0.557,9.9,8
78,2007,1,161.0,0,3.24,582.5143743,6574.654338,1.24,0.72,13.5,0
21,2002,1,148.0,0,3.82,155.2072669,1373.515636,0.45,0.569,11.3,0
72,2008,1,259.0,34,0.68,6.448762615,47.733254,199.96,0.491,9.4,49
73,2003,1,613.0,43,1.08,4.375316094,26.152517,123.37,0.362,10.3,70
93,2010,1,286.0,10,0.79,18.99961966,1366.879112,7.18,0.485,9.6,14
102,2002,1,174.0,0,3.3,208.1688437,1631.41727,1.77,0.653,12.1,0
23,2012,1,369.0,50,0.01,68.55839112,1255.648189,21.82,0.496,10.4,76
9,2010,1,142.0,126,0.01,62.65945432,757.6717572,152.15,0.535,8.9,161
98,2007,0,94.0,0,12.57,333.3569124,2278.5845,15.43,0.797,15.4,0
88,2002,1,197.0,4,3.5,2.092343893,11.147277,51.72,0.577,10.7,5
115,2008,1,178.0,10,0.32,4.153362912,76.914128,7.4,0.592,10.8,12
94,2005,1,163.0,3,6.38,20.68037294,157.145691,57.95,0.646,12.3,4
128,2010,1,145.0,0,0.91,471.8626525,2965.82434,2.36,0.59,10.8,0
74,2000,1,149.0,4,0.54,23.37167228,445.17471,23.19,0.715,11.6,5
64,2003,1,437.0,74,1.49,35.85204668,436.6875357,34.14,0.45,8.2,115
48,2008,1,77.0,0,9.51,3682.88717,31997.2821,11.78,0.853,15.9,0
75,2008,1,278.0,55,0.57,102.1413744,689.6784228,141.38,0.36,5.8,94
124,2007,1,41.0,88,9.65,6.002527685,41.858631,3.59,0.442,10.3,137
106,2002,1,186.0,0,11.15,562.3601848,8331.261997,0.84,0.712,12.1,0
115,2007,1,181.0,10,0.35,2.272404904,52.35956,71.52,0.586,10.9,12
34,2009,1,279.0,1,0.49,177.2671607,1253.657431,0.84,0.436,5.3,2
99,2002,0,178.0,4,9.62,37.82275031,2124.873613,21.73,0.714,12.0,5
90,2006,1,396.0,549,9.66,10.35779424,119.743286,142.61,0.466,9.0,879
90,2008,1,386.0,536,9.3,105.5910629,1383.893354,15.35,0.481,9.2,848
17,2002,1,176.0,95,7.0,140.9824766,2819.649531,18.15,0.692,14.6,109
7,2007,0,8.0,0,12.5,7453.8644,46586.6525,82.95,0.86,15.2,0
16,2009,1,393.0,2,5.01,426.7855662,5185.729845,19.8,0.661,12.2,3
48,2011,1,76.0,0,8.02,3192.887363,25916.29353,11.15,0.86,16.7,0
60,2001,0,75.0,2,9.69,3.1222302,24.819,5.7,0.828,14.9,3
12,2006,1,184.0,0,6.48,387.3324928,4187.3783,0.3,0.692,12.3,0
30,2011,1,241.0,2,0.12,59.6596497,829.7586885,0.77,0.479,10.6,2
67,2008,1,98.0,1,1.67,69.13924862,712.775759,4.11,0.74,13.1,1
44,2013,1,255.0,2,8.86,154.8758879,9679.742995,18.17,0.678,12.5,3
12,2007,1,181.0,0,7.24,69.63051047,4324.876427,0.3,0.7,12.8,0
110,2012,0,61.0,1,9.35,4255.781693,28562.29324,46.77,0.871,17.2,2
67,2004,1,13.0,1,2.1,618.3614858,5424.22356,38.63,0.0,14.2,1
56,2011,1,185.0,134,0.08,211.8783404,3634.27685,245.78,0.662,12.3,161
85,2012,1,232.0,3,0.01,796.8734263,5749.44752,22.64,0.619,11.5,4
82,2010,1,11.0,20,0.56,183.6592186,2834.2472,32.5,0.603,10.7,23
7,2003,0,88.0,0,12.2,504.4308735,3212.9355,81.21,0.837,14.7,0
13,2011,1,251.0,25,1.4,110.2633619,825.9427854,0.95,0.454,9.8,39
79,2004,1,124.0,44,4.9,920.8284115,7199.59665,169.96,0.714,12.1,52
101,2009,1,288.0,17,7.11,9.165614959,539.1538211,99.77,0.447,10.2,25
78,2005,1,168.0,0,3.94,479.9234077,5116.45424,12.28,0.704,13.0,0
11,2010,0,81.0,0,10.22,665.7356115,4438.23741,18.96,0.878,15.9,1
57,2006,1,249.0,31,0.03,75.25799773,2351.812429,276.98,0.631,10.2,38
37,2007,1,23.0,2,2.83,52.30172215,334.83817,6.83,0.657,12.9,3
12,2001,1,21.0,0,4.9,251.6586929,3419.275719,2.55,0.677,11.8,0
72,2012,1,235.0,30,0.87,59.97914461,443.9611,223.47,0.506,10.2,42
39,2009,1,311.0,6,0.63,1.575160196,43.7544499,4.31,0.402,5.2,9
74,2006,1,134.0,3,0.42,365.9113978,6222.982955,261.44,0.732,12.7,4
107,2011,1,418.0,26,3.78,54.6659175,445.525,66.12,0.392,8.9,38
60,2013,0,58.0,2,7.35,483.1916844,3537.27441,62.34,0.876,16.5,2
68,2004,1,666.0,5,1.8,67.91361818,781.5145936,19.34,0.439,10.7,7
93,2013,1,281.0,10,0.01,25.70881695,229.95364,75.93,0.506,10.0,13
69,2010,1,272.0,9,3.64,41.91052416,327.42597,39.48,0.403,9.6,13
33,2011,0,57.0,0,10.69,2443.325028,32233.83942,11.25,0.847,13.8,0
8,2006,1,154.0,6,0.85,105.6337264,2473.85776,8.48,0.682,10.7,7
3,2009,1,369.0,81,7.01,212.9229325,3347.84485,225.5,0.48,8.5,127
47,2005,1,296.0,41,1.5,78.71123825,498.172394,2.15,0.499,8.1,62
12,2008,1,181.0,0,7.22,51.25232422,447.22796,0.36,0.699,12.8,0
60,2002,0,72.0,2,9.25,2883.334911,22196.5736,0.58,0.836,15.2,3
13,2007,1,283.0,25,1.12,7.49281752,76.535419,84.55,0.438,8.9,39
54,2002,1,169.0,6,3.09,154.8636161,1132.8721,68.63,0.561,10.1,7
96,2008,1,217.0,60,4.21,155.4767618,1919.466195,97.52,0.655,11.5,78
102,2008,1,146.0,0,3.97,47.35260547,359.82223,1.84,0.688,12.9,0
86,2007,1,194.0,29,0.2,52.22906505,393.8843518,262.15,0.486,10.0,38
103,2004,1,224.0,0,5.78,9.013493879,693.345683,1.52,0.509,9.8,0
20,2010,1,33.0,23,4.16,31.14187566,231.1943256,8.77,0.361,9.3,34
18,2000,0,163.0,1,9.69,15.2357274,169.28586,8.17,0.709,12.9,1
114,2001,1,135.0,10,1.29,93.50075111,1258.421953,167.67,0.589,10.1,11
74,2013,1,128.0,3,0.53,110.6779711,1882.27842,29.77,0.779,12.9,4
75,2010,1,273.0,54,0.6,9.585584394,78.377632,1.58,0.396,7.3,91
71,2004,0,92.0,0,12.42,12372.05188,75716.3518,0.46,0.867,13.5,0
60,2000,0,77.0,3,9.78,31.50582204,251.2426,56.94,0.823,14.8,3
6,2013,0,61.0,1,9.87,11734.85381,67792.3386,231.17,0.933,20.3,1
16,2006,1,491.0,2,6.45,76.31867911,5374.554867,18.84,0.61,11.9,3
20,2011,1,321.0,22,4.16,3.595980333,26.479973,0.94,0.385,9.9,33
15,2008,1,98.0,0,5.13,66.04635027,575.31664,37.64,0.71,13.1,0
72,2009,1,254.0,33,0.91,71.16601203,415.6893226,25.69,0.5,9.7,47
51,2012,1,285.0,4,0.01,0.948526366,67.7518833,16.38,0.416,9.1,6
