Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,GDP,Population (in 100K),Income composition of resources,Schooling,under-five deaths 
121,2009,1,12.0,3,1.4,585.6307861,4129.977335,15.22,0.706,14.4,3
34,2014,1,252.0,1,0.38,24.73299655,174.91511,9.12,0.467,6.3,1
72,2012,1,235.0,30,0.87,59.97914461,443.9611,223.47,0.506,10.2,42
128,2010,1,145.0,0,0.91,471.8626525,2965.82434,2.36,0.59,10.8,0
108,2005,1,24.0,0,0.9,25.31155956,88.874858,4.7,0.465,8.3,0
13,2005,1,285.0,25,1.13,7.106997355,61.799977,79.82,0.43,8.5,39
63,2007,1,288.0,8,7.44,499.730412,6771.414797,154.84,0.754,14.7,9
80,2011,1,235.0,1,0.01,257.8403154,3769.595255,27.62,0.701,14.6,2
116,2010,1,158.0,10,5.95,71.6850913,575.32176,6.73,0.711,13.1,12
54,2012,1,151.0,4,3.11,363.5721644,2178.38325,8.56,0.614,11.6,4
15,2006,1,1.0,0,4.82,38.25414065,344.321698,37.79,0.697,12.7,0
99,2014,0,135.0,2,0.01,1.576409172,12.27733,19.99,0.797,14.7,2
30,2012,1,237.0,2,0.01,78.39008571,788.632653,7.24,0.484,10.8,2
27,2011,1,86.0,2,7.26,211.614293,1475.69242,171.53,0.82,15.4,2
99,2011,0,139.0,2,9.1,10.32588862,92.277825,21.48,0.798,15.7,2
54,2014,1,149.0,3,2.87,345.3776344,2242.711912,8.89,0.618,11.4,4
78,2013,1,147.0,0,0.01,917.467628,9637.265,12.59,0.765,14.7,0
2,2007,1,129.0,20,0.44,320.3239241,3935.183343,0.34,0.69,12.3,23
30,2010,1,246.0,2,0.15,47.30421873,769.1742883,6.9,0.476,10.5,2
27,2010,1,89.0,2,7.93,177.4925143,1286.17764,169.93,0.815,15.2,2
9,2009,1,144.0,135,0.01,53.26400378,681.125368,15.45,0.523,8.4,173
103,2010,1,24.0,0,5.58,63.04032682,1129.754961,1.75,0.542,10.6,0
25,2010,1,446.0,17,1.67,43.48359197,446.4434494,44.49,0.352,6.6,24
30,2009,1,251.0,2,0.17,56.98952474,778.5454199,6.73,0.465,10.3,2
125,2007,1,277.0,5,8.86,46.19685449,368.68998,4.66,0.723,14.8,6
78,2007,1,161.0,0,3.24,582.5143743,6574.654338,1.24,0.72,13.5,0
52,2005,1,238.0,1,7.35,17.46405901,198.455216,0.76,0.619,11.4,1
76,2012,0,58.0,0,7.67,343.123395,2193.8836,4.19,0.821,14.1,0
20,2011,1,321.0,22,4.16,3.595980333,26.479973,0.94,0.385,9.9,33
18,2009,0,152.0,1,10.93,661.5144334,6955.987733,74.44,0.768,13.8,1
124,2003,1,53.0,109,10.16,4.426792406,237.9995917,26.62,0.418,11.5,173
60,2007,0,63.0,2,8.37,5228.821581,37698.78573,58.44,0.862,16.1,2
44,2008,1,298.0,2,8.75,11.05422474,194.2746,15.36,0.651,12.4,3
106,2005,1,185.0,0,7.82,21.4653132,1192.5174,0.83,0.712,12.1,0
71,2011,0,72.0,0,11.5,17028.52798,115761.577,5.18,0.894,13.9,0
19,2006,1,32.0,47,4.73,64.24025208,422.6332374,138.29,0.325,4.7,86
104,2010,1,212.0,21,0.28,1.020071763,11.631377,129.16,0.449,7.7,32
17,2008,1,158.0,61,7.21,526.3780636,8787.61375,192.98,0.704,13.3,68
43,2002,1,11.0,3,13.78,3779.655273,24275.2426,61.85,0.851,15.5,4
39,2007,1,329.0,6,1.23,11.42385961,317.3294336,41.53,0.405,5.3,9
24,2012,1,68.0,2,8.3,9748.636237,52496.69487,34.76,0.907,15.9,2
95,2007,1,133.0,11,4.29,516.4037021,3611.2147,282.93,0.696,13.2,15
109,2009,1,449.0,46,7.6,782.5987144,5888.6284,52.56,0.622,12.8,70
128,2013,1,135.0,0,0.01,447.545645,3167.34356,2.53,0.591,10.8,0
18,2004,0,157.0,1,10.96,384.1473028,3381.57837,7.72,0.738,13.3,1
80,2013,1,227.0,1,0.01,241.1958645,4385.379355,2.87,0.72,14.7,1
12,2005,1,191.0,0,6.25,365.799896,3933.332215,2.83,0.695,12.8,0
59,2009,1,63.0,1,2.55,508.6645438,27795.87671,0.75,0.876,15.6,1
13,2006,1,284.0,25,1.19,75.91429496,625.8392,82.17,0.434,8.7,39
92,2010,1,122.0,1,6.94,1199.319976,7937.259931,36.43,0.756,12.8,2
18,2002,0,157.0,1,10.2,33.26778134,287.534843,78.37,0.723,12.9,1
2,2004,1,14.0,19,0.45,220.393699,2598.9823,32.83,0.673,11.7,23
8,2003,1,154.0,7,0.55,42.41491183,883.6439965,0.82,0.659,10.8,8
23,2006,1,394.0,58,5.22,0.962497052,12.989164,179.0,0.456,8.2,91
24,2004,1,77.0,2,7.8,5513.329924,31979.87195,0.32,0.881,15.8,2
81,2013,1,19.0,0,0.01,707.144691,7186.429787,0.62,0.799,15.1,0
113,2013,0,57.0,0,7.3,1212.666327,6283.24522,0.96,0.904,15.8,0
94,2004,1,165.0,3,6.2,20.60083027,148.527976,0.57,0.639,12.1,4
112,2005,1,63.0,3,5.08,372.1651473,2873.862141,1.16,0.495,9.7,4
47,2004,1,34.0,41,1.46,53.23775977,423.1936389,29.87,0.491,7.7,62
62,2006,1,121.0,4,0.59,313.3626015,2537.349,59.34,0.733,13.7,4
72,2004,1,267.0,38,0.81,23.72796328,245.1235876,17.83,0.466,8.7,58
50,2010,1,291.0,29,0.2,29.74734049,438.7513346,1.79,0.38,8.3,44
78,2014,1,148.0,0,0.01,115.2784282,1153.93822,1.27,0.769,14.7,0
50,2012,1,288.0,28,0.01,4.344930862,52.3485646,112.81,0.396,8.5,42
13,2010,1,254.0,25,1.33,94.25737917,757.695974,91.99,0.451,9.5,39
30,2004,1,269.0,2,0.27,7.212110766,616.4197236,5.97,0.0,9.5,2
42,2002,1,22.0,0,1.85,206.071686,2259.55796,8.16,0.687,13.3,0
1,2014,1,8.0,0,4.51,428.7490668,4575.763787,2.89,0.761,14.2,1
64,2014,1,255.0,56,0.01,170.9626624,1335.6458,4.62,0.546,11.1,79
73,2007,1,559.0,37,1.18,4.269511381,32.2227274,13.85,0.387,9.7,59
0,2009,1,281.0,77,0.01,56.76221682,445.8932979,2.84,0.434,8.9,106
66,2008,0,199.0,0,11.84,253.4022338,16348.53121,21.77,0.819,16.3,0
126,2007,1,124.0,1,6.67,14.47305874,79.69746,33.4,0.76,15.3,1
71,2007,0,82.0,0,11.75,267.051312,1618.4928,4.8,0.877,13.5,0
36,2005,1,151.0,8,3.54,18.09317114,321.942547,137.35,0.688,12.8,9
111,2011,1,187.0,0,5.64,989.1263558,8318.97692,5.32,0.704,12.5,0
76,2014,0,55.0,0,8.49,409.6000248,2618.92599,4.27,0.847,14.3,0
121,2007,1,12.0,3,1.24,469.6282925,3778.184171,1.3,0.695,14.3,4
94,2014,1,147.0,3,0.01,561.7684701,4712.822736,65.53,0.688,12.3,3
35,2010,1,166.0,6,6.02,664.5585242,5451.6696,98.98,0.697,12.9,8
88,2003,1,198.0,4,3.77,2.542436908,115.565314,5.25,0.583,11.0,5
106,2000,1,188.0,0,8.24,601.7608115,7578.85153,0.81,0.0,12.3,0
123,2003,1,231.0,7,2.88,179.6156482,1283.885977,46.56,0.0,10.3,8
48,2011,1,76.0,0,8.02,3192.887363,25916.29353,11.15,0.86,16.7,0
22,2006,1,216.0,17,2.03,51.50447119,539.8791529,134.74,0.483,10.1,21
125,2011,1,24.0,5,8.48,415.1627705,3569.75727,0.46,0.734,14.9,5
0,2005,1,291.0,85,0.02,1.388647732,25.2941299,2.58,0.396,7.9,118
65,2003,1,215.0,0,0.5,1.76541345,115.3865,0.89,0.0,11.6,0
79,2004,1,124.0,44,4.9,920.8284115,7199.59665,169.96,0.714,12.1,52
19,2014,1,268.0,39,0.01,8.386339501,75.1464113,175.86,0.398,7.7,63
104,2014,1,192.0,19,0.26,12.80528533,152.443873,145.46,0.483,9.1,27
126,2008,1,119.0,1,6.76,24.73142261,962.312164,3.36,0.77,15.7,1
78,2008,1,166.0,0,2.49,6.6489825,83.635,12.44,0.728,13.6,0
14,2013,1,219.0,0,0.01,19.79057439,235.882889,7.65,0.589,12.6,1
78,2009,1,166.0,0,2.83,624.2361828,7318.12641,12.47,0.734,13.8,0
52,2006,1,24.0,1,7.04,170.6325842,1945.6395,0.75,0.622,11.7,1
17,2001,1,179.0,103,7.13,149.4802091,3146.95177,17.78,0.685,14.3,118
92,2012,1,12.0,1,6.95,201.7490628,1589.82713,37.73,0.765,12.8,1
14,2003,1,273.0,1,0.52,19.15664091,997.7417141,6.23,0.0,8.4,1
18,2013,0,14.0,1,12.06,149.659879,7674.86559,72.65,0.781,14.4,1
67,2011,1,93.0,1,1.57,835.0626827,8734.9653,45.88,0.758,13.2,1
39,2010,1,298.0,6,0.61,17.35739784,482.14994,0.44,0.404,5.1,9
13,2008,1,278.0,25,1.28,7.615430126,82.1513498,86.97,0.444,9.1,39
48,2012,1,76.0,0,8.2,2528.992935,22242.68193,1.15,0.858,16.8,0
58,2013,0,67.0,0,10.49,703.5527332,5234.76736,45.98,0.902,18.6,0
3,2012,1,358.0,72,8.24,256.1225243,4598.249988,2.6,0.508,10.3,110
8,2014,1,119.0,5,0.01,306.1824313,7891.299776,9.54,0.752,12.2,6
42,2000,1,221.0,0,2.05,31.25834616,276.1338,8.11,0.681,13.1,0
8,2006,1,154.0,6,0.85,105.6337264,2473.85776,8.48,0.682,10.7,7
18,2005,0,16.0,1,10.48,456.3404657,3893.68998,76.59,0.745,13.5,1
121,2006,1,12.0,3,1.46,420.1153538,3371.71231,11.96,0.689,14.2,4
108,2009,1,192.0,0,1.21,244.3976438,1158.282672,0.52,0.494,9.3,0
80,2006,1,271.0,2,2.91,122.1206485,1334.651896,2.56,0.649,12.7,2
106,2014,1,17.0,0,0.01,151.1045552,1557.77892,0.91,0.766,13.2,0
117,2012,1,159.0,2,0.01,30.17998548,1117.77724,1.16,0.618,12.5,2
67,2005,1,11.0,1,1.94,630.0540723,5339.441291,39.87,0.0,13.7,1
54,2004,1,165.0,5,3.02,188.2499208,1217.657961,7.24,0.571,10.4,7
54,2003,1,166.0,6,3.04,194.4335736,1157.3427,7.34,0.566,10.3,7
124,2007,1,41.0,88,9.65,6.002527685,41.858631,3.59,0.442,10.3,137
101,2012,1,239.0,13,0.01,9.774676411,678.796973,17.89,0.475,10.5,18
0,2006,1,295.0,84,0.03,17.17151751,272.56377,25.89,0.405,8.1,116
54,2005,1,163.0,5,3.23,203.7134882,1311.741714,7.37,0.577,10.6,6
69,2008,1,281.0,10,3.88,40.03344077,232.61732,36.63,0.394,9.8,14
31,2006,1,16.0,1,4.15,1185.412346,5245.187372,4.39,0.727,12.6,1
97,2010,0,13.0,2,10.59,220.4916851,12599.52486,38.43,0.822,15.1,2
39,2003,1,343.0,7,0.56,6.913998013,232.7945459,37.38,0.0,4.7,10
31,2002,1,99.0,1,4.17,112.9493745,462.14965,0.46,0.712,11.9,1
44,2012,1,276.0,2,8.3,805.3925284,9774.18117,17.57,0.669,12.5,3
76,2005,0,67.0,0,6.41,2247.035692,15835.34667,0.44,0.805,14.8,0
88,2005,1,194.0,3,3.7,218.5716179,1175.116225,53.79,0.592,11.0,4
28,2001,1,11.0,457,2.84,14.23064496,153.1824,1.27,0.592,9.6,558
93,2004,1,314.0,11,0.58,158.001946,637.3616215,61.62,0.439,7.6,15
66,2013,0,161.0,0,10.37,150.3116884,1532.22924,2.13,0.814,15.4,0
98,2011,0,85.0,0,11.92,3108.288623,23196.18375,1.56,0.818,16.2,0
64,2010,1,294.0,61,1.73,56.58984221,967.34773,41.35,0.523,11.1,89
1,2000,1,11.0,1,3.66,91.71154052,1175.788981,0.39,0.656,10.7,1
46,2012,0,71.0,2,11.18,839.91332,4465.24891,84.26,0.916,16.9,3
39,2008,1,322.0,6,0.49,11.76572311,326.825642,42.33,0.406,5.2,9
88,2000,1,192.0,4,3.61,15.25518816,116.2743,5.27,0.562,10.1,5
60,2009,0,61.0,2,7.25,5243.316638,36976.84512,59.95,0.868,16.3,2
121,2011,1,13.0,3,1.29,623.2120325,4256.91279,17.61,0.714,14.5,3
62,2002,1,129.0,4,0.54,259.1572375,1812.288374,52.87,0.712,13.0,4
20,2004,1,378.0,24,5.72,11.22655347,127.4296648,71.82,0.279,5.2,38
3,2007,1,375.0,87,6.35,184.8213446,2878.837144,29.98,0.454,7.7,138
75,2004,1,296.0,58,0.49,57.11644801,439.3572924,12.39,0.333,5.5,103
7,2014,0,66.0,0,12.32,8350.193523,51322.63997,85.42,0.892,15.9,0
18,2011,0,144.0,1,10.67,875.1495189,7813.83499,73.48,0.775,14.2,1
10,2011,1,232.0,0,17.31,846.9113071,6519.71753,94.73,0.787,15.5,1
72,2009,1,254.0,33,0.91,71.16601203,415.6893226,25.69,0.5,9.7,47
115,2011,1,166.0,10,0.32,51.9919227,834.5412953,78.16,0.608,11.1,12
111,2005,1,25.0,0,4.47,418.9206608,3595.8855,4.99,0.672,11.3,0
98,2000,0,11.0,1,11.89,167.3280168,1152.39681,12.9,0.777,15.5,1
79,2008,1,127.0,37,5.36,159.8772264,9689.52887,113.66,0.735,12.3,43
71,2009,0,76.0,0,11.42,2052.393076,13198.6693,4.98,0.888,13.5,0
65,2001,1,219.0,0,0.6,59.97185848,734.9492461,0.86,0.0,10.4,0
11,2000,0,11.0,1,11.21,287.2084529,2327.4591,1.25,0.869,18.0,1
47,2014,1,253.0,37,0.01,97.67794571,1432.227943,269.63,0.576,11.7,54
62,2009,1,118.0,4,0.59,668.7447334,3492.1396,68.21,0.742,13.6,4
36,2001,1,158.0,9,4.13,14.5887403,193.741571,128.53,0.67,12.4,10
58,2012,0,69.0,0,11.49,6616.695125,49231.36254,45.87,0.895,18.5,0
51,2012,1,285.0,4,0.01,0.948526366,67.7518833,16.38,0.416,9.1,6
74,2008,1,132.0,3,0.47,438.4519214,8513.629541,27.11,0.747,12.5,4
96,2013,1,219.0,55,4.61,24.58973399,276.289146,98.48,0.671,11.7,69
79,2000,1,129.0,55,4.99,10.22840118,672.92113,117.2,0.694,11.4,66
83,2006,1,434.0,78,1.2,58.59644487,385.7567141,215.47,0.353,7.9,113
42,2013,1,192.0,0,0.01,460.6487805,4763.68956,8.8,0.719,15.0,0
83,2004,1,429.0,82,1.54,46.58195631,336.3318145,2.31,0.332,7.0,120
95,2006,1,134.0,12,4.22,448.7670462,3171.49856,279.5,0.693,13.0,15
129,2008,1,45.0,31,2.12,153.6783754,1369.68249,13.83,0.504,11.4,49
73,2010,1,462.0,35,1.08,9.728005297,458.8681744,15.17,0.43,10.2,54
53,2014,1,245.0,14,0.01,5.103249438,83.1148117,15.72,0.487,9.1,19
121,2013,1,13.0,3,1.29,594.6453102,4199.47253,11.15,0.72,14.7,3
31,2005,1,97.0,1,4.1,1002.833273,4697.11135,42.48,0.723,12.4,1
9,2010,1,142.0,126,0.01,62.65945432,757.6717572,152.15,0.535,8.9,161
50,2011,1,29.0,28,0.22,42.2547904,459.2912,1.14,0.385,8.4,43
105,2012,1,126.0,1,9.38,742.5109709,5659.3824,7.2,0.767,14.0,1
42,2005,1,214.0,0,2.02,64.39203443,3658.63832,8.22,0.699,13.9,0
99,2005,0,162.0,3,7.68,615.4030781,4676.315183,213.2,0.745,13.4,4
98,2006,0,96.0,0,13.11,2884.020194,19821.44463,15.22,0.793,15.4,0
125,2003,1,256.0,6,5.92,21.22386354,148.522488,47.81,0.691,14.3,6
126,2000,1,131.0,1,6.65,645.9583816,6871.897677,33.21,0.738,14.0,1
60,2002,0,72.0,2,9.25,2883.334911,22196.5736,0.58,0.836,15.2,3
70,2001,0,21.0,0,10.2,42.87208671,353.147337,3.48,0.757,14.7,0
51,2010,1,287.0,4,3.21,53.30782696,543.957418,1.56,0.405,8.9,7
20,2012,1,312.0,22,0.01,38.73170505,265.285651,9.32,0.393,10.3,33
47,2006,1,288.0,41,1.7,129.0263364,922.9351677,221.13,0.51,8.7,62
66,2014,0,156.0,0,0.01,1542.635979,15725.1374,19.94,0.822,16.0,0
97,2007,0,144.0,2,10.9,14.3042452,1126.31852,3.81,0.808,15.0,3
106,2003,1,185.0,0,7.41,843.1186662,8524.961236,0.83,0.713,12.1,0
95,2009,1,14.0,10,4.69,570.4532468,4166.93387,0.29,0.706,13.3,13
45,2001,1,121.0,2,2.76,57.10318825,733.974142,0.44,0.673,11.7,2
71,2001,0,96.0,0,12.89,7877.33656,48179.4285,4.42,0.854,13.4,0
58,2014,0,66.0,0,10.75,746.3670453,5553.32623,46.17,0.91,18.6,0
17,2013,1,146.0,46,7.24,916.270845,12216.9446,22.49,0.734,14.2,52
115,2005,1,194.0,10,0.37,19.83672308,337.359236,68.54,0.572,10.6,12
51,2014,1,282.0,4,0.01,50.06053544,642.6256154,17.26,0.419,9.2,6
96,2011,1,218.0,57,4.96,191.4949779,2352.518156,95.28,0.669,11.5,72
12,2002,1,199.0,0,4.99,262.8299189,3556.561825,0.26,0.678,11.9,0
2,2008,1,126.0,20,0.46,43.08717334,495.254866,34.87,0.697,12.6,23
72,2010,1,248.0,32,1.03,76.60442169,412.739341,21.15,0.503,10.2,45
0,2002,1,3.0,88,0.01,16.88735091,187.84595,219.8,0.341,6.2,122
0,2003,1,295.0,87,0.01,11.08905273,198.7285436,23.65,0.373,6.5,122
31,2009,1,96.0,1,4.07,24.88720369,689.396224,44.88,0.747,13.1,1
35,2004,1,214.0,7,5.16,182.6162515,2421.9662,9.13,0.666,12.5,8
128,2014,1,134.0,0,0.01,564.8167043,3148.36513,0.26,0.596,10.8,0
20,2009,1,338.0,23,4.05,2.030494673,24.944652,8.49,0.336,8.6,34
82,2000,1,16.0,27,0.45,63.42140024,1332.382358,288.5,0.519,8.0,32
121,2014,1,12.0,3,1.39,604.8701316,4271.68172,11.14,0.722,14.7,3
108,2003,1,215.0,0,1.18,16.83170578,744.7657423,4.47,0.453,8.0,0
7,2000,0,96.0,0,13.2,3557.455507,24517.26745,8.12,0.833,15.4,0
16,2006,1,491.0,2,6.45,76.31867911,5374.554867,18.84,0.61,11.9,3
69,2013,1,258.0,9,0.01,45.04892458,454.1222236,42.86,0.419,9.8,11
47,2011,1,263.0,40,1.64,225.2219474,1574.978653,251.22,0.554,10.9,58
19,2012,1,271.0,41,4.75,78.76987363,673.8227,165.71,0.384,7.2,68
4,2006,1,127.0,11,7.75,961.1774676,5878.76127,39.56,0.782,16.1,12
68,2006,1,654.0,5,2.61,71.15577609,915.775754,19.66,0.437,10.7,6
56,2005,1,19.0,163,0.06,5.381782562,126.928834,226.71,0.629,11.1,201
84,2009,1,211.0,52,0.28,11.05247903,741.777116,0.5,0.504,8.5,69
112,2010,1,459.0,2,4.93,56.93670561,369.239336,1.23,0.523,11.0,4
119,2002,1,155.0,0,1.51,310.8203382,1842.44421,0.99,0.679,13.5,0
104,2008,1,225.0,22,0.28,1.08833088,11.33678,12.24,0.435,7.1,34
33,2003,0,66.0,0,10.62,158.7087399,2293.4789,9.94,0.815,13.0,0
116,2013,1,153.0,9,6.5,788.6873403,6171.262444,68.14,0.733,13.6,10
24,2006,1,75.0,2,8.2,771.1817686,4386.69948,3.26,0.891,15.8,2
93,2002,1,327.0,11,0.61,110.9803062,511.665773,58.62,0.428,6.9,14
57,2004,1,21.0,30,0.32,44.12059646,1391.816923,26.32,0.603,9.8,37
70,2009,0,192.0,0,12.4,1446.529217,11837.3913,31.63,0.825,16.6,0
44,2009,1,31.0,2,8.64,52.31086276,763.66223,15.87,0.652,12.4,3
6,2008,0,66.0,1,10.76,8547.292357,49664.6854,2.12,0.921,19.1,1
104,2007,1,23.0,22,0.32,8.309152927,95.3978522,118.74,0.425,6.8,36
40,2010,1,137.0,0,14.97,1802.017593,14638.6482,13.31,0.833,16.2,0
32,2014,0,97.0,0,12.14,1884.098811,13467.46827,42.38,0.82,15.1,0
62,2012,1,115.0,4,0.41,67.70171064,387.753211,79.93,0.735,12.9,4
79,2012,1,123.0,33,5.29,112.696486,982.532572,12.83,0.748,12.7,38
102,2008,1,146.0,0,3.97,47.35260547,359.82223,1.84,0.688,12.9,0
51,2011,1,289.0,4,3.57,40.45367358,692.69989,15.96,0.41,9.0,7
7,2012,0,7.0,0,12.26,7878.372355,48333.57273,84.3,0.884,15.7,0
46,2004,0,86.0,3,11.83,5842.374765,34165.9343,82.52,0.877,16.4,3
72,2011,1,241.0,31,0.97,78.79967196,454.963464,217.44,0.504,10.2,43
27,2006,1,91.0,2,7.33,1275.689625,9484.681227,163.2,0.796,14.9,2
1,2011,1,88.0,0,5.37,437.0621,4437.17868,2.95,0.738,13.3,1
86,2014,1,158.0,18,0.01,8.523486403,76.2386977,283.23,0.551,12.4,22
6,2009,0,66.0,1,10.62,7172.275229,42742.99898,2.17,0.925,19.1,1
82,2006,1,133.0,22,0.58,127.7632005,2191.478567,38.69,0.575,10.0,25
78,2006,1,165.0,0,3.73,502.3844946,5695.969327,12.34,0.713,13.4,0
122,2014,1,17.0,16,1.45,181.9083783,12127.22522,7.74,0.759,14.5,19
18,2001,0,16.0,1,10.72,25.06262895,1764.97387,0.89,0.713,12.9,1
115,2003,1,182.0,11,0.36,13.25723997,236.314438,65.77,0.553,10.1,14
56,2001,1,188.0,182,0.06,33.95837125,747.9817455,21.46,0.604,10.6,229
80,2004,1,284.0,2,1.75,73.24150483,797.8377432,24.97,0.621,11.2,2
22,2011,1,19.0,13,2.12,60.18591771,882.491462,145.38,0.533,10.7,15
19,2013,1,27.0,40,4.64,88.97040214,699.452847,17.73,0.392,7.5,66
43,2007,1,89.0,3,12.2,64.73714894,416.58397,64.16,0.873,16.1,3
43,2010,1,86.0,3,11.7,72.8001211,473.34279,65.28,0.879,16.0,3
